Property ID,Construction year,Neighbourhood or locality,Type of building,Building condition,Number of frontages,Living area,Kitchen type,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace surface,Terrace surface,Elevator,Accessible for disabled people,Swimming pool,Primary energy consumption,Energy class,Heating type,Price,Monthly charges,Cadastral income,Surface of the plot,Garden,Garden surface,Terrace,Terrace surface,Terrace surface
10576181,1930.0,None,None,To be done up,4.0,280  m² square meters,Hyper equipped,3.0,2.0,2.0,4.0,Yes,No,300  m²  square meters,300  m²  square meters,No,No,Yes,275  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 1,695,000  1695000 €",None,None,1990  m²  square meters,None,1600  m²  square meters,None,300  m²  square meters,300  m²  square meters
10578854,1989.0,None,Villa,As new,4.0,289  m² square meters,Hyper equipped,6.0,1.0,None,2.0,None,None,50  m²  square meters,50  m²  square meters,No,No,Yes,118  kWh/m²  kilowatt hour per square meters,B,Electric,"€ 796,000  796000 €",None,"€ 1,430  1430 €",900  m²  square meters,None,430  m²  square meters,None,50  m²  square meters,50  m²  square meters
10577400,2006.0,None,None,As new,4.0,254  m² square meters,None,3.0,1.0,None,2.0,Yes,None,None,None,None,None,None,253  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"€ 499,000  499000 €",None,"€ 1,625  1625 €",1100  m²  square meters,None,None,None,None,None
10577397,1975.0,None,None,Good,4.0,180  m² square meters,Not installed,4.0,2.0,None,2.0,None,None,None,None,None,None,None,535  kWh/m²  kilowatt hour per square meters,G,None,"Make an offer starting from  € 400,000  Make an offer starting from  400000 €",None,"€ 2,252  2252 €",730  m²  square meters,None,550  m²  square meters,None,None,None
10577395,1920.0,None,None,Good,4.0,189  m² square meters,Hyper equipped,5.0,2.0,None,3.0,Yes,None,None,None,None,None,None,576  kWh/m²  kilowatt hour per square meters,G,Fuel oil,"€ 569,000  569000 €",None,"€ 1,551  1551 €",1775  m²  square meters,Yes,None,Yes,None,None
10577392,None,None,None,Good,2.0,120  m² square meters,Not installed,2.0,1.0,None,None,None,None,30  m²  square meters,30  m²  square meters,None,None,None,446  kWh/m²  kilowatt hour per square meters,F,None,"€ 127,500  127500 €",None,None,100  m²  square meters,None,None,None,30  m²  square meters,30  m²  square meters
10577391,None,None,None,As new,4.0,None,Hyper equipped,8.0,3.0,None,3.0,Yes,None,None,None,None,None,None,295  kWh/m²  kilowatt hour per square meters,D,None,"Make an offer starting from  € 799,000  Make an offer starting from  799000 €",None,None,None,None,None,Yes,None,None
10577390,None,None,None,To be done up,2.0,162  m² square meters,None,3.0,1.0,None,3.0,None,None,None,None,None,None,None,193  kWh/m²  kilowatt hour per square meters,C,Gas,"Make an offer starting from  € 230,000  Make an offer starting from  230000 €",None,"€ 1,400  1400 €",250  m²  square meters,None,None,None,None,None
10577385,1951.0,None,None,To renovate,3.0,154  m² square meters,None,3.0,1.0,None,None,None,No,None,None,None,None,None,616  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 285,000  285000 €",None,€ 540  540 €,1415  m²  square meters,None,None,None,None,None
10577383,None,None,None,To be done up,None,823  m² square meters,Not installed,16.0,None,15.0,None,Yes,None,None,None,None,None,None,302  kWh/m²  kilowatt hour per square meters,D,None,"Make an offer starting from  € 725,000  Make an offer starting from  725000 €",None,"€ 6,840  6840 €",None,None,None,None,None,None
10577382,1918.0,None,None,Good,3.0,205  m² square meters,Semi equipped,4.0,1.0,None,1.0,Yes,None,10  m²  square meters,10  m²  square meters,None,None,None,379  kWh/m²  kilowatt hour per square meters,E,None,"Make an offer starting from  € 249,000  Make an offer starting from  249000 €",None,€ 730  730 €,1210  m²  square meters,None,700  m²  square meters,None,10  m²  square meters,10  m²  square meters
10577372,1985.0,Antwerpen,None,None,2.0,216  m² square meters,None,4.0,1.0,None,2.0,None,None,None,None,None,None,None,399  kWh/m²  kilowatt hour per square meters,D,None,"€ 645,000  645000 €",None,"€ 2,471  2471 €",1522  m²  square meters,None,None,None,None,None
10577371,None,None,None,To renovate,3.0,95  m² square meters,None,3.0,1.0,None,2.0,Yes,None,None,None,None,None,None,512  kWh/m²  kilowatt hour per square meters,G,Fuel oil,"Make an offer starting from  € 155,000  Make an offer starting from  155000 €",None,€ 684  684 €,366  m²  square meters,None,None,Yes,None,None
10577370,1900.0,None,None,Good,4.0,240  m² square meters,None,5.0,1.0,1.0,2.0,Yes,None,None,None,None,None,None,403  kWh/m²  kilowatt hour per square meters,E,Gas,"Make an offer starting from  € 350,000  Make an offer starting from  350000 €",None,"€ 1,561  1561 €",1100  m²  square meters,Yes,None,Yes,None,None
10434571,None,None,None,Good,3.0,82  m² square meters,Semi equipped,3.0,None,1.0,1.0,Yes,None,41  m²  square meters,41  m²  square meters,None,None,None,423  kWh/m²  kilowatt hour per square meters,E,Pellet,"€ 219,000  219000 €",None,€ 528  528 €,159  m²  square meters,None,None,None,41  m²  square meters,41  m²  square meters
10436911,None,None,None,Good,3.0,57  m² square meters,Semi equipped,1.0,1.0,None,1.0,Yes,None,48  m²  square meters,48  m²  square meters,None,None,None,491  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 119,000  119000 €",None,€ 540  540 €,None,None,None,None,48  m²  square meters,48  m²  square meters
10577366,1899.0,None,None,None,None,110  m² square meters,Installed,2.0,1.0,None,1.0,Yes,No,25  m²  square meters,25  m²  square meters,None,None,None,498  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 122,500  122500 €",None,None,75  m²  square meters,None,None,None,25  m²  square meters,25  m²  square meters
10577365,1890.0,None,None,None,None,145  m² square meters,Installed,2.0,1.0,None,1.0,Yes,No,5  m²  square meters,5  m²  square meters,None,None,None,500  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 172,500  172500 €",None,None,405  m²  square meters,None,None,None,5  m²  square meters,5  m²  square meters
10577364,None,None,None,None,None,120  m² square meters,Installed,3.0,2.0,None,2.0,Yes,No,None,None,None,None,None,483  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 125,000  125000 €",None,None,320  m²  square meters,None,None,None,None,None
10577362,None,None,None,None,None,137  m² square meters,Installed,3.0,1.0,None,1.0,Yes,No,None,None,None,None,None,359  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"€ 220,000  220000 €",None,None,590  m²  square meters,None,None,Yes,None,None
10577353,2009.0,None,None,As new,2.0,160  m² square meters,USA hyper equipped,3.0,1.0,None,2.0,None,Yes,23  m²  square meters,23  m²  square meters,None,None,None,141  kWh/m²  kilowatt hour per square meters,B,Gas,"Make an offer starting from  € 499,999  Make an offer starting from  499999 €",None,"€ 1,407  1407 €",211  m²  square meters,None,100  m²  square meters,None,23  m²  square meters,23  m²  square meters
10577352,1901.0,None,None,Good,3.0,140  m² square meters,Installed,3.0,1.0,None,2.0,None,None,None,None,None,None,Yes,293  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 569,000  569000 €",None,€ 661  661 €,297  m²  square meters,Yes,None,Yes,None,None
10577351,2020.0,Jachthaven,None,As new,2.0,None,Installed,2.0,2.0,None,2.0,None,Yes,None,None,Yes,Yes,None,Not specified,Not specified,Gas,"€ 565,000  565000 €",None,€ 927  927 €,None,None,None,Yes,None,None
10577347,1994.0,None,None,As new,4.0,260  m² square meters,Hyper equipped,6.0,2.0,None,4.0,Yes,No,40  m²  square meters,40  m²  square meters,No,Yes,No,234  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"€ 845,000  845000 €",None,"€ 4,470  4470 €",914  m²  square meters,None,700  m²  square meters,None,40  m²  square meters,40  m²  square meters
10577342,None,None,None,To be done up,4.0,None,Semi equipped,6.0,5.0,None,5.0,None,None,20  m²  square meters,20  m²  square meters,None,None,None,710  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 299,000  299000 €",None,€ 535  535 €,325  m²  square meters,None,50  m²  square meters,None,20  m²  square meters,20  m²  square meters
10363408,None,None,None,None,2.0,100  m² square meters,None,3.0,1.0,None,None,Yes,None,None,None,None,None,None,403  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 99,000  99000 €",None,None,None,None,None,None,None,None
10577340,None,None,None,To be done up,3.0,115  m² square meters,Installed,3.0,1.0,1.0,2.0,Yes,None,None,None,None,None,None,648  kWh/m²  kilowatt hour per square meters,G,Gas,"€ 210,000  210000 €",None,None,737  m²  square meters,Yes,None,Yes,None,None
10577338,1969.0,None,None,Just renovated,3.0,45  m² square meters,Semi equipped,1.0,1.0,None,1.0,Yes,None,4  m²  square meters,4  m²  square meters,Yes,None,None,226  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"€ 139,000  139000 €",None,€ 899  899 €,None,None,None,None,4  m²  square meters,4  m²  square meters
10577335,1930.0,None,None,None,2.0,150  m² square meters,Installed,4.0,1.0,None,2.0,Yes,None,None,None,None,None,None,345  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 225,000  225000 €",None,€ 510  510 €,120  m²  square meters,None,None,Yes,None,None
10577327,None,None,None,None,2.0,159  m² square meters,None,3.0,1.0,None,None,None,None,None,None,None,None,None,89  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 230,000  230000 €",None,None,415  m²  square meters,None,None,Yes,None,None
10577324,2023.0,None,None,None,3.0,180  m² square meters,Semi equipped,4.0,2.0,None,3.0,None,None,None,None,None,None,None,Not specified,Not specified,None,"€ 510,172  510172 €",None,None,None,None,None,None,None,None
10577314,None,None,None,None,3.0,None,None,1.0,None,None,None,None,None,None,None,None,None,None,305  kWh/m²  kilowatt hour per square meters,D,None,"€ 209,500  209500 €",None,None,345  m²  square meters,None,None,Yes,None,None
10545058,2025.0,Projets Bruxelles Est,None,As new,2.0,47  m² square meters,USA hyper equipped,None,None,1.0,1.0,Yes,No,None,None,Yes,Yes,No,70  kWh/m²  kilowatt hour per square meters,B,None,"€ 244,200  244200 €",None,None,None,None,None,None,None,None
9825053,2020.0,Est de Bruxelles + VL,None,As new,None,48  m² square meters,USA hyper equipped,None,1.0,None,1.0,None,No,8  m²  square meters,8  m²  square meters,Yes,Yes,No,Not specified,Not specified,Gas,"€ 247,500  247500 €",None,None,None,None,None,None,8  m²  square meters,8  m²  square meters
10338374,2020.0,None,None,None,2.0,126  m² square meters,Hyper equipped,2.0,1.0,None,1.0,Yes,None,34  m²  square meters,34  m²  square meters,Yes,Yes,None,Not specified,Not specified,Gas,"€ 365,000  365000 €",None,None,None,None,None,None,34  m²  square meters,34  m²  square meters
10517897,2021.0,None,None,None,4.0,159  m² square meters,Installed,3.0,None,2.0,2.0,Yes,No,53  m²  square meters,53  m²  square meters,Yes,Yes,None,91  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 379,000  379000 €",None,None,None,None,None,None,53  m²  square meters,53  m²  square meters
10517409,2021.0,None,None,None,2.0,142  m² square meters,Installed,3.0,1.0,None,1.0,None,None,30  m²  square meters,30  m²  square meters,Yes,None,None,Not specified,Not specified,Gas,"€ 395,620  395620 €",None,None,None,None,None,None,30  m²  square meters,30  m²  square meters
10302134,2022.0,Marcel Thiry,None,As new,2.0,173  m² square meters,Installed,3.0,2.0,None,3.0,None,No,61  m²  square meters,61  m²  square meters,Yes,None,None,Not specified,Not specified,Gas,"€ 824,000  824000 €",None,None,None,None,None,None,61  m²  square meters,61  m²  square meters
10486526,2022.0,Bruxelles Sud,None,As new,None,140  m² square meters,USA hyper equipped,2.0,2.0,None,2.0,Yes,No,30  m²  square meters,30  m²  square meters,Yes,Yes,No,55  kWh/m²  kilowatt hour per square meters,B,None,"€ 925,000  925000 €",None,None,None,None,None,None,30  m²  square meters,30  m²  square meters
9683164,2022.0,Observatoire,None,None,4.0,200  m² square meters,USA hyper equipped,3.0,2.0,None,2.0,Yes,No,73  m²  square meters,73  m²  square meters,Yes,Yes,No,Not specified,Not specified,Gas,"€ 1,630,000  1630000 €",None,None,None,None,None,None,73  m²  square meters,73  m²  square meters
10515828,None,None,None,Good,3.0,135  m² square meters,None,3.0,2.0,None,2.0,Yes,None,25  m²  square meters,25  m²  square meters,None,None,None,604  kWh/m²  kilowatt hour per square meters,G,Gas,"€ 249,000  249000 €",None,€ 892  892 €,254  m²  square meters,None,None,None,25  m²  square meters,25  m²  square meters
10499424,None,urbain,None,Good,2.0,201  m² square meters,None,4.0,2.0,None,2.0,Yes,None,42  m²  square meters,42  m²  square meters,None,None,None,276  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 320,000  320000 €",None,"€ 2,600  2600 €",622  m²  square meters,None,None,None,42  m²  square meters,42  m²  square meters
10470278,1998.0,None,None,Good,4.0,165  m² square meters,None,None,None,None,None,None,No,None,None,No,No,No,262  kWh/m²  kilowatt hour per square meters,D,Fuel oil,"Make an offer starting from  € 330,000  Make an offer starting from  330000 €",None,€ 961  961 €,1205  m²  square meters,None,None,None,None,None
10525877,1880.0,None,None,To renovate,2.0,220  m² square meters,Semi equipped,4.0,1.0,None,2.0,Yes,None,None,None,None,None,None,432  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 349,000  349000 €",None,None,84  m²  square meters,None,None,Yes,None,None
10518422,1880.0,None,None,To renovate,2.0,220  m² square meters,Semi equipped,4.0,1.0,None,2.0,Yes,None,None,None,None,None,None,432  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 349,000  349000 €",None,None,84  m²  square meters,None,None,Yes,None,None
10488560,1899.0,None,None,Good,2.0,210  m² square meters,Semi equipped,2.0,None,None,2.0,Yes,None,None,None,None,None,None,Not specified,Not specified,Gas,"Make an offer starting from  € 350,000  Make an offer starting from  350000 €",None,"€ 1,556  1556 €",189  m²  square meters,None,None,None,None,None
10488557,1899.0,None,None,Good,2.0,210  m² square meters,Semi equipped,2.0,None,None,2.0,Yes,None,None,None,None,None,None,Not specified,Not specified,Gas,"Make an offer starting from  € 350,000  Make an offer starting from  350000 €",None,"€ 1,556  1556 €",189  m²  square meters,None,None,None,None,None
10409139,None,None,None,Good,4.0,362  m² square meters,Installed,5.0,3.0,None,6.0,None,No,None,None,None,None,None,283  kWh/m²  kilowatt hour per square meters,D,Gas,"Make an offer starting from  € 395,000  Make an offer starting from  395000 €",None,None,1135  m²  square meters,None,None,Yes,None,None
10140520,None,None,None,To renovate,4.0,180  m² square meters,Not installed,3.0,1.0,None,1.0,None,None,None,None,None,None,None,827  kWh/m²  kilowatt hour per square meters,G,Fuel oil,"€ 395,000  395000 €",None,None,9480  m²  square meters,None,None,Yes,None,None
10358884,None,None,None,To renovate,4.0,200  m² square meters,Installed,3.0,1.0,None,1.0,None,None,None,None,None,Yes,None,629  kWh/m²  kilowatt hour per square meters,G,Wood,"€ 399,000  399000 €",None,None,4496  m²  square meters,None,None,Yes,None,None
10546857,1984.0,None,None,Good,4.0,189  m² square meters,None,3.0,1.0,None,None,None,No,26  m²  square meters,26  m²  square meters,No,No,No,215  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"Make an offer starting from  € 419,000  Make an offer starting from  419000 €",None,"€ 1,412  1412 €",846  m²  square meters,None,615  m²  square meters,None,26  m²  square meters,26  m²  square meters
10526404,1999.0,None,None,Good,4.0,254  m² square meters,Installed,5.0,2.0,None,None,None,No,None,None,None,None,No,333  kWh/m²  kilowatt hour per square meters,D,Fuel oil,"€ 420,000  420000 €",None,"€ 1,120  1120 €",1163  m²  square meters,None,None,Yes,None,None
10493098,1937.0,None,None,Good,None,270  m² square meters,Installed,5.0,3.0,None,3.0,None,None,151  m²  square meters,151  m²  square meters,None,None,None,236  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"€ 435,000  435000 €",None,"€ 1,681  1681 €",414  m²  square meters,None,None,None,151  m²  square meters,151  m²  square meters
10529132,2010.0,None,None,As new,4.0,189  m² square meters,Installed,6.0,3.0,3.0,3.0,None,No,None,None,No,No,No,521  kWh/m²  kilowatt hour per square meters,G,Electric,"€ 450,000  450000 €",None,None,477  m²  square meters,None,None,Yes,None,None
10449674,1959.0,None,None,Good,3.0,180  m² square meters,Semi equipped,4.0,2.0,None,2.0,None,None,None,None,None,None,None,263  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 450,000  450000 €",None,None,426  m²  square meters,Yes,None,None,None,None
10529129,2010.0,None,None,As new,4.0,189  m² square meters,Installed,6.0,3.0,3.0,3.0,None,No,None,None,No,No,No,521  kWh/m²  kilowatt hour per square meters,G,Electric,"€ 450,000  450000 €",None,None,477  m²  square meters,None,None,Yes,None,None
10418401,1952.0,None,Town-house,To be done up,3.0,None,None,4.0,1.0,None,2.0,None,None,8  m²  square meters,8  m²  square meters,None,None,None,277  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 495,000  495000 €",None,"€ 1,504  1504 €",276  m²  square meters,None,80  m²  square meters,None,8  m²  square meters,8  m²  square meters
10512964,1989.0,None,None,To be done up,3.0,650  m² square meters,None,3.0,1.0,1.0,3.0,None,None,None,None,None,None,None,411  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"€ 565,000  565000 €",None,None,1119  m²  square meters,Yes,None,Yes,None,None
10350671,1926.0,None,None,To renovate,2.0,189  m² square meters,Installed,4.0,2.0,1.0,3.0,Yes,No,12  m²  square meters,12  m²  square meters,No,No,No,483  kWh/m²  kilowatt hour per square meters,G,None,"€ 575,000  575000 €",None,None,75  m²  square meters,None,None,None,12  m²  square meters,12  m²  square meters
10222217,1973.0,None,None,To be done up,4.0,464  m² square meters,Semi equipped,3.0,1.0,None,2.0,None,None,None,None,None,None,None,699  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 595,000  595000 €",None,None,2000  m²  square meters,None,None,None,None,None
9996929,1932.0,Brabant-Flamand,None,As new,4.0,None,USA hyper equipped,4.0,2.0,2.0,2.0,Yes,No,25  m²  square meters,25  m²  square meters,No,None,None,279  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 599,000  599000 €",None,None,500  m²  square meters,None,100  m²  square meters,None,25  m²  square meters,25  m²  square meters
10551392,1953.0,None,None,Good,4.0,188  m² square meters,Installed,4.0,2.0,None,None,Yes,None,None,None,None,None,Yes,540  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 599,000  599000 €",None,€ 875  875 €,1822  m²  square meters,Yes,None,None,None,None
10577313,1995.0,None,None,None,4.0,None,None,3.0,None,None,None,None,None,None,None,None,None,None,263  kWh/m²  kilowatt hour per square meters,C,None,"€ 495,000  495000 €",None,€ 850  850 €,1319  m²  square meters,None,None,Yes,None,None
10577312,1995.0,None,None,None,4.0,None,None,3.0,None,None,None,None,None,None,None,None,None,None,263  kWh/m²  kilowatt hour per square meters,C,None,"€ 495,000  495000 €",None,€ 850  850 €,1319  m²  square meters,None,None,Yes,None,None
10577311,1995.0,None,None,None,4.0,None,None,3.0,None,None,None,None,None,None,None,None,None,None,263  kWh/m²  kilowatt hour per square meters,C,None,"€ 495,000  495000 €",None,€ 850  850 €,1319  m²  square meters,None,None,Yes,None,None
10577310,None,None,None,None,2.0,173  m² square meters,None,4.0,None,None,None,None,None,None,None,None,None,None,208  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 259,750  259750 €",None,€ 523  523 €,143  m²  square meters,None,None,Yes,None,None
10577307,1958.0,None,None,To renovate,3.0,150  m² square meters,Semi equipped,4.0,1.0,None,None,None,None,None,None,None,None,None,683  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 199,000  199000 €",None,€ 530  530 €,1260  m²  square meters,Yes,None,None,None,None
10577306,1937.0,None,None,As new,3.0,135  m² square meters,Installed,4.0,1.0,None,2.0,None,None,15  m²  square meters,15  m²  square meters,None,None,None,361  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 430,000  430000 €",None,€ 741  741 €,352  m²  square meters,None,150  m²  square meters,None,15  m²  square meters,15  m²  square meters
10577300,1931.0,None,None,To be done up,2.0,285  m² square meters,Installed,5.0,2.0,None,2.0,None,No,None,None,None,None,None,Not specified,Not specified,Gas,"€ 499,000  499000 €",None,"€ 1,551  1551 €",195  m²  square meters,None,100  m²  square meters,None,None,None
10577297,None,None,None,Good,2.0,None,Installed,2.0,None,1.0,1.0,None,No,None,None,None,None,None,288  kWh/m²  kilowatt hour per square meters,E,Electric,"€ 150,000  150000 €",None,None,138  m²  square meters,None,None,Yes,None,None
10577293,None,None,None,Good,3.0,147  m² square meters,Installed,3.0,1.0,None,1.0,None,No,None,None,No,No,No,231  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 275,000  275000 €",None,€ 319  319 €,412  m²  square meters,None,282  m²  square meters,None,None,None
10577290,1932.0,None,None,None,None,None,None,3.0,1.0,None,1.0,None,No,None,None,No,No,No,560  kWh/m²  kilowatt hour per square meters,F,None,"€ 259,000  259000 €",None,€ 857  857 €,306  m²  square meters,None,None,None,None,None
10577289,None,None,None,Good,2.0,76  m² square meters,Installed,2.0,1.0,None,1.0,Yes,None,None,None,None,None,None,269  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 289,000  289000 €",None,None,59  m²  square meters,None,None,None,None,None
10577288,1918.0,None,None,None,2.0,None,Installed,2.0,1.0,None,2.0,None,No,None,None,None,None,None,105  kWh/m²  kilowatt hour per square meters,B,None,"€ 280,000  280000 €",None,€ 397  397 €,106  m²  square meters,None,40  m²  square meters,None,None,None
9994927,None,None,Villa,Good,None,1340  m² square meters,Installed,6.0,6.0,None,6.0,None,Yes,600  m²  square meters,600  m²  square meters,No,No,Yes,Not specified,Not specified,None,"€ 2,500,000  2500000 €",None,None,8590  m²  square meters,None,7000  m²  square meters,None,600  m²  square meters,600  m²  square meters
10577284,1962.0,None,None,Good,None,None,None,5.0,2.0,None,2.0,Yes,No,None,None,No,No,No,Not specified,Not specified,Electric,"€ 420,000  420000 €",None,None,1998  m²  square meters,Yes,None,None,None,None
10577279,None,None,None,To be done up,2.0,166  m² square meters,None,5.0,2.0,None,2.0,Yes,No,None,None,None,None,None,322  kWh/m²  kilowatt hour per square meters,D,None,"€ 255,000  255000 €",None,€ 831  831 €,97  m²  square meters,None,None,Yes,None,None
10577278,1975.0,None,None,None,2.0,None,None,1.0,None,None,None,Yes,No,None,None,No,No,No,374  kWh/m²  kilowatt hour per square meters,D,None,"€ 445,000  445000 €",None,€ 778  778 €,None,None,50  m²  square meters,None,None,None
10577277,None,None,None,Good,None,370  m² square meters,None,4.0,1.0,None,3.0,None,No,None,None,No,No,Yes,74  kWh/m²  kilowatt hour per square meters,A,None,"€ 965,000  965000 €",None,"€ 2,518  2518 €",1875  m²  square meters,None,925  m²  square meters,Yes,None,None
10577276,1937.0,None,None,Good,None,155  m² square meters,None,3.0,2.0,None,None,None,No,None,None,None,None,None,432  kWh/m²  kilowatt hour per square meters,E,None,"€ 245,000  245000 €",None,None,167  m²  square meters,None,67  m²  square meters,None,None,None
10577275,1995.0,None,None,Good,None,None,None,3.0,1.0,None,2.0,None,No,None,None,None,None,None,263  kWh/m²  kilowatt hour per square meters,C,None,"€ 495,000  495000 €",None,None,1204  m²  square meters,None,778  m²  square meters,None,None,None
10577273,None,None,None,None,None,125  m² square meters,None,4.0,1.0,None,None,None,No,None,None,None,None,None,612  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 189,000  189000 €",None,€ 309  309 €,160  m²  square meters,None,73  m²  square meters,None,None,None
10577271,1930.0,None,None,Good,2.0,144  m² square meters,Installed,3.0,None,None,1.0,Yes,None,None,None,None,None,None,354  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 249,000  249000 €",None,€ 480  480 €,100  m²  square meters,Yes,None,None,None,None
10577270,1989.0,None,All kind,As new,4.0,211  m² square meters,Hyper equipped,3.0,1.0,None,2.0,None,No,None,None,None,None,None,249  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 519,000  519000 €",None,"€ 1,537  1537 €",579  m²  square meters,Yes,None,None,None,None
10577269,1989.0,None,All kind,As new,4.0,211  m² square meters,Hyper equipped,3.0,1.0,None,2.0,None,No,None,None,None,None,None,249  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 519,000  519000 €",None,"€ 1,537  1537 €",579  m²  square meters,Yes,None,None,None,None
10577268,None,None,None,None,None,135  m² square meters,Installed,4.0,None,1.0,1.0,None,No,17  m²  square meters,17  m²  square meters,None,None,None,Not specified,Not specified,Gas,"€ 373,500  373500 €",None,€ 290  290 €,92  m²  square meters,None,None,None,17  m²  square meters,17  m²  square meters
10577267,2019.0,None,All kind,None,None,None,None,3.0,1.0,1.0,2.0,None,No,30  m²  square meters,30  m²  square meters,None,None,None,72  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 499,500  499500 €",None,€ 767  767 €,278  m²  square meters,None,None,None,30  m²  square meters,30  m²  square meters
10577266,2019.0,None,All kind,None,None,None,None,3.0,1.0,1.0,2.0,None,No,30  m²  square meters,30  m²  square meters,None,None,None,72  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 499,500  499500 €",None,€ 767  767 €,278  m²  square meters,None,None,None,30  m²  square meters,30  m²  square meters
10577264,None,None,None,To be done up,2.0,230  m² square meters,None,4.0,1.0,None,3.0,None,None,None,None,None,None,None,399  kWh/m²  kilowatt hour per square meters,G,Gas,"€ 325,000  325000 €",None,None,None,None,None,None,None,None
10577262,1967.0,None,None,Good,None,108  m² square meters,Installed,2.0,1.0,None,1.0,Yes,None,None,None,Yes,Yes,None,107  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 269,000  269000 €",None,None,None,None,None,Yes,None,None
10577261,None,None,None,None,2.0,140  m² square meters,None,4.0,4.0,None,None,None,No,None,None,None,None,None,193  kWh/m²  kilowatt hour per square meters,C,None,"€ 215,000  215000 €",None,€ 592  592 €,50  m²  square meters,None,None,None,None,None
10538342,2009.0,None,All kind,As new,4.0,173  m² square meters,Hyper equipped,3.0,1.0,None,2.0,None,No,100  m²  square meters,100  m²  square meters,No,No,No,Not specified,Not specified,Gas,"€ 610,000  610000 €",None,None,800  m²  square meters,None,500  m²  square meters,None,100  m²  square meters,100  m²  square meters
10483823,1937.0,None,None,Good,2.0,293  m² square meters,Installed,4.0,1.0,1.0,2.0,Yes,No,None,None,No,No,No,226  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 649,000  649000 €",None,None,141  m²  square meters,None,22  m²  square meters,None,None,None
10541282,1930.0,None,None,Good,2.0,507  m² square meters,Semi equipped,4.0,2.0,2.0,2.0,None,None,None,None,No,None,None,463  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 670,000  670000 €",None,None,425  m²  square meters,None,None,None,None,None
10550008,1995.0,None,None,Good,4.0,298  m² square meters,Installed,5.0,1.0,1.0,2.0,None,None,28  m²  square meters,28  m²  square meters,None,None,None,192  kWh/m²  kilowatt hour per square meters,B,Fuel oil,"€ 718,000  718000 €",None,None,1870  m²  square meters,Yes,None,None,28  m²  square meters,28  m²  square meters
10438591,None,None,None,Good,2.0,120  m² square meters,None,3.0,3.0,None,3.0,None,None,12  m²  square meters,12  m²  square meters,None,None,None,310  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 745,000  745000 €",None,"€ 1,221  1221 €",60  m²  square meters,None,None,None,12  m²  square meters,12  m²  square meters
10540694,1964.0,None,None,To be done up,2.0,438  m² square meters,None,11.0,6.0,None,6.0,Yes,None,None,None,None,None,None,260  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 748,000  748000 €",None,"€ 4,462  4462 €",411  m²  square meters,None,None,Yes,None,None
10515693,2009.0,None,None,Good,4.0,200  m² square meters,Installed,3.0,None,None,None,None,None,None,None,None,None,None,293  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 750,000  750000 €",None,None,2000  m²  square meters,None,None,None,None,None
10528005,1991.0,None,None,Good,4.0,451  m² square meters,Installed,4.0,2.0,None,None,Yes,None,None,None,None,None,None,160  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 795,000  795000 €",None,"€ 2,873  2873 €",2641  m²  square meters,Yes,None,None,None,None
