Property ID,Construction year,Neighbourhood or locality,Type of building,Building condition,Number of frontages,Living area,Kitchen type,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace surface,Terrace surface,Elevator,Accessible for disabled people,Swimming pool,Primary energy consumption,Energy class,Heating type,Price,Monthly charges,Cadastral income,Surface of the plot,Garden,Garden surface,Terrace,Terrace surface,Terrace surface
10569095,None,None,None,None,None,137  m² square meters,None,4.0,1.0,None,None,None,None,None,None,None,None,None,216  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 149,900  149900 €",None,None,255  m²  square meters,None,None,None,None,None
10515791,None,None,None,As new,None,163  m² square meters,None,3.0,1.0,None,None,Yes,None,None,None,None,None,None,347  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 289,000  289000 €",None,€ 499  499 €,1030  m²  square meters,None,None,None,None,None
10553229,None,None,None,As new,None,163  m² square meters,None,3.0,1.0,None,None,None,None,None,None,None,None,None,347  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 249,900  249900 €",None,€ 499  499 €,510  m²  square meters,None,None,None,None,None
10569089,None,Botanique,None,To be done up,2.0,40  m² square meters,Semi equipped,None,1.0,None,1.0,Yes,None,None,None,Yes,None,None,181  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 90,000  90000 €",None,€ 656  656 €,None,None,None,None,None,None
10535856,None,None,None,Good,2.0,None,None,None,None,None,None,None,None,None,None,None,None,None,Not specified,Not specified,None,"€ 549,000  549000 €",None,None,None,None,None,None,None,None
10535855,None,None,None,Good,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Not specified,Not specified,None,"€ 549,000  549000 €",None,None,None,None,None,None,None,None
10569083,1932.0,None,None,None,2.0,260  m² square meters,None,4.0,2.0,None,3.0,Yes,No,None,None,No,No,No,329  kWh/m²  kilowatt hour per square meters,D,None,"€ 280,000  280000 €",None,€ 485  485 €,280  m²  square meters,None,160  m²  square meters,None,None,None
10437593,1964.0,None,None,To be done up,4.0,265  m² square meters,Installed,4.0,1.0,None,3.0,None,No,None,None,No,No,No,329  kWh/m²  kilowatt hour per square meters,D,None,"€ 950,000  950000 €",None,€ 863  863 €,9665  m²  square meters,None,9665  m²  square meters,None,None,None
10467692,2017.0,None,None,None,None,379  m² square meters,Hyper equipped,3.0,2.0,None,2.0,None,None,None,None,No,No,Yes,83  kWh/m²  kilowatt hour per square meters,A,Electric,"€ 995,000  995000 €",None,"€ 1,471  1471 €",937  m²  square meters,Yes,None,Yes,None,None
10533543,None,None,All kind,To renovate,None,305  m² square meters,Installed,7.0,2.0,None,2.0,None,No,None,None,None,None,None,718  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 1,000,000  1000000 €",None,"€ 1,348  1348 €",790  m²  square meters,Yes,None,None,None,None
10426666,1912.0,None,Villa,Good,4.0,None,None,8.0,2.0,None,3.0,None,No,None,None,No,No,No,438  kWh/m²  kilowatt hour per square meters,E,None,"€ 1,250,000  1250000 €",None,"€ 1,192  1192 €",771  m²  square meters,None,771  m²  square meters,Yes,None,None
10213345,1961.0,None,None,None,2.0,604  m² square meters,None,8.0,4.0,None,4.0,None,No,None,None,Yes,No,No,202  kWh/m²  kilowatt hour per square meters,C,None,"€ 1,280,000  1280000 €",None,"€ 2,986  2986 €",414  m²  square meters,Yes,None,None,None,None
9808065,1890.0,Zuiden van Antwerpen,None,Good,4.0,700  m² square meters,None,9.0,None,None,None,None,Yes,None,None,None,None,None,415  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"€ 1,300,000  1300000 €",None,None,7205  m²  square meters,None,None,None,None,None
10530498,1997.0,None,None,None,None,None,Installed,6.0,None,None,None,None,None,None,None,None,None,None,153  kWh/m²  kilowatt hour per square meters,B,None,"€ 1,580,000  1580000 €",None,None,17200  m²  square meters,None,None,None,None,None
10416512,1990.0,None,None,Good,None,None,USA installed,2.0,1.0,None,1.0,None,No,None,None,Yes,No,No,170  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 1,600,000  1600000 €",None,None,320  m²  square meters,None,None,None,None,None
10536432,1897.0,None,None,None,None,531  m² square meters,None,6.0,2.0,None,3.0,None,None,15  m²  square meters,15  m²  square meters,No,No,No,185  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 1,895,000  1895000 €",None,"€ 1,432  1432 €",207  m²  square meters,None,80  m²  square meters,None,15  m²  square meters,15  m²  square meters
10315910,None,None,All kind,To be done up,None,370  m² square meters,Hyper equipped,6.0,2.0,None,6.0,None,No,None,None,None,None,None,223  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 1,950,000  1950000 €",None,"€ 3,781  3781 €",1851  m²  square meters,Yes,None,Yes,None,None
10310129,1981.0,None,None,As new,None,780  m² square meters,Installed,12.0,6.0,None,None,None,No,None,None,Yes,No,No,226  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 2,395,000  2395000 €",None,"€ 7,660  7660 €",237  m²  square meters,None,None,None,None,None
10310047,1981.0,None,None,As new,None,780  m² square meters,Installed,12.0,6.0,None,None,None,No,None,None,Yes,No,No,226  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 2,395,000  2395000 €",None,"€ 7,660  7660 €",237  m²  square meters,None,None,None,None,None
10537477,1950.0,None,None,As new,4.0,370  m² square meters,Hyper equipped,7.0,3.0,None,4.0,None,No,None,None,None,None,Yes,407  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"€ 2,750,000  2750000 €",None,"€ 5,962  5962 €",34515  m²  square meters,Yes,None,Yes,None,None
9947499,1787.0,None,None,None,None,None,None,5.0,3.0,None,None,None,No,None,None,None,None,None,201  kWh/m²  kilowatt hour per square meters,C,None,"€ 4,450,000  4450000 €",None,"€ 7,689  7689 €",14840  m²  square meters,None,None,None,None,None
10554410,1960.0,None,None,As new,None,265  m² square meters,Installed,2.0,1.0,None,None,None,No,25  m²  square meters,25  m²  square meters,None,None,None,Not specified,Not specified,Gas,"€ 298,500  298500 €",None,€ 805  805 €,250  m²  square meters,Yes,None,None,25  m²  square meters,25  m²  square meters
10554496,1918.0,None,None,To renovate,None,298  m² square meters,None,5.0,None,None,None,None,No,None,None,None,None,None,285  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 340,000  340000 €",None,None,None,None,None,None,None,None
10561459,None,None,None,Good,1.0,45  m² square meters,None,2.0,1.0,None,1.0,None,Yes,18  m²  square meters,18  m²  square meters,None,None,None,Not specified,Not specified,Gas,"€ 115,000  115000 €",€ 54  54 €,None,200  m²  square meters,None,200  m²  square meters,None,18  m²  square meters,18  m²  square meters
10561461,None,None,None,To be done up,1.0,48  m² square meters,None,1.0,1.0,None,1.0,None,No,26  m²  square meters,26  m²  square meters,None,None,None,Not specified,Not specified,Gas,"€ 135,000  135000 €",€ 34  34 €,None,3293  m²  square meters,None,3293  m²  square meters,None,26  m²  square meters,26  m²  square meters
10561893,1967.0,None,Town-house,Good,3.0,229  m² square meters,Installed,5.0,5.0,None,None,None,No,None,None,None,None,None,364  kWh/m²  kilowatt hour per square meters,D,None,"€ 300,000  300000 €",None,"€ 1,279  1279 €",317  m²  square meters,Yes,None,None,None,None
10560916,None,None,None,Good,2.0,160  m² square meters,Installed,4.0,4.0,None,4.0,Yes,No,None,None,None,None,None,162  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 469,900  469900 €",None,None,72  m²  square meters,None,8  m²  square meters,None,None,None
10537683,2023.0,None,Town-house,None,2.0,180  m² square meters,None,3.0,1.0,None,2.0,Yes,None,20  m²  square meters,20  m²  square meters,No,No,No,Not specified,Not specified,Gas,"€ 295,000  295000 €",None,None,200  m²  square meters,None,100  m²  square meters,None,20  m²  square meters,20  m²  square meters
10290469,2022.0,None,None,None,3.0,205  m² square meters,None,4.0,1.0,1.0,3.0,None,None,None,None,None,None,None,Not specified,Not specified,None,"€ 310,000  310000 €",None,None,950  m²  square meters,None,None,Yes,None,None
10498999,2023.0,None,None,As new,None,140  m² square meters,None,2.0,1.0,None,1.0,None,None,40  m²  square meters,40  m²  square meters,None,None,None,Not specified,Not specified,None,"€ 323,000  323000 €",None,None,None,None,None,None,40  m²  square meters,40  m²  square meters
10185887,2023.0,None,None,None,2.0,142  m² square meters,None,3.0,1.0,None,None,Yes,None,29  m²  square meters,29  m²  square meters,Yes,Yes,None,Not specified,Not specified,Gas,"€ 371,500  371500 €",None,None,None,None,None,None,29  m²  square meters,29  m²  square meters
10566364,1977.0,None,All kind,Good,4.0,195  m² square meters,None,3.0,None,None,None,None,None,None,None,None,None,None,255  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 390,000  390000 €",None,None,728  m²  square meters,None,None,None,None,None
10286796,2022.0,None,None,As new,2.0,126  m² square meters,Hyper equipped,2.0,1.0,None,1.0,None,None,32  m²  square meters,32  m²  square meters,Yes,None,No,Not specified,Not specified,None,"€ 405,000  405000 €",None,None,None,None,None,None,32  m²  square meters,32  m²  square meters
10489554,2023.0,None,None,None,3.0,175  m² square meters,None,4.0,1.0,1.0,3.0,Yes,None,None,None,None,None,None,Not specified,Not specified,None,"€ 420,000  420000 €",None,None,None,None,None,Yes,None,None
10524112,2024.0,None,None,As new,3.0,None,Not installed,4.0,2.0,None,2.0,None,None,None,None,No,Yes,No,Not specified,A+,Electric,"€ 440,000  440000 €",None,None,1200  m²  square meters,None,1000  m²  square meters,None,None,None
10422830,2021.0,None,None,As new,4.0,367  m² square meters,USA hyper equipped,6.0,None,1.0,None,None,None,None,None,None,None,None,Not specified,A++,None,"€ 599,000  599000 €",None,"€ 1,044  1044 €",2600  m²  square meters,None,None,Yes,None,None
10447925,2019.0,None,All kind,Good,None,123  m² square meters,None,3.0,2.0,None,2.0,None,None,84  m²  square meters,84  m²  square meters,Yes,No,None,Not specified,Not specified,None,"€ 670,000  670000 €",None,None,None,None,None,None,84  m²  square meters,84  m²  square meters
10569078,None,None,None,Just renovated,2.0,160  m² square meters,None,3.0,1.0,None,1.0,Yes,None,None,None,None,None,None,352  kWh/m²  kilowatt hour per square meters,D,None,"€ 295,000  295000 €",None,None,None,None,None,None,None,None
10569074,None,None,None,None,2.0,40  m² square meters,Installed,None,None,1.0,1.0,Yes,None,None,None,Yes,None,None,231  kWh/m²  kilowatt hour per square meters,E,Gas,"Make an offer starting from  € 130,000  Make an offer starting from  130000 €",€ 150  150 €,€ 676  676 €,None,None,None,None,None,None
10569071,2006.0,None,None,As new,2.0,93  m² square meters,Hyper equipped,2.0,1.0,1.0,1.0,Yes,None,24  m²  square meters,24  m²  square meters,Yes,None,None,167  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 375,000  375000 €",€ 156  156 €,"€ 1,573  1573 €",None,None,65  m²  square meters,None,24  m²  square meters,24  m²  square meters
10569070,None,None,None,None,2.0,162  m² square meters,None,2.0,1.0,None,None,Yes,None,None,None,None,None,None,163  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 170,000  170000 €",None,€ 648  648 €,150  m²  square meters,None,None,Yes,None,None
10569066,1974.0,None,None,None,2.0,105  m² square meters,Installed,2.0,1.0,None,1.0,None,None,4  m²  square meters,4  m²  square meters,Yes,None,None,234  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"€ 265,000  265000 €",€ 240  240 €,"€ 1,462  1462 €",None,None,None,None,4  m²  square meters,4  m²  square meters
10569065,None,None,None,To be done up,2.0,155  m² square meters,Semi equipped,3.0,1.0,None,1.0,Yes,None,None,None,None,None,None,403  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 145,000  145000 €",None,None,730  m²  square meters,None,None,Yes,None,None
10569058,1986.0,None,None,Good,2.0,98  m² square meters,None,2.0,1.0,None,1.0,Yes,None,8  m²  square meters,8  m²  square meters,Yes,None,None,129  kWh/m²  kilowatt hour per square meters,B,None,"€ 229,000  229000 €",None,None,None,None,None,None,8  m²  square meters,8  m²  square meters
10569057,None,None,None,Good,2.0,82  m² square meters,Semi equipped,2.0,1.0,None,1.0,Yes,None,None,None,None,None,None,519  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 199,000  199000 €",None,None,None,None,None,None,None,None
10549750,2002.0,None,None,As new,2.0,None,Installed,3.0,1.0,None,1.0,None,None,7  m²  square meters,7  m²  square meters,None,None,None,93  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 289,000  289000 €",None,"€ 1,081  1081 €",None,Yes,None,None,7  m²  square meters,7  m²  square meters
10569055,1960.0,None,None,None,None,65  m² square meters,Semi equipped,1.0,None,1.0,1.0,None,None,None,None,Yes,Yes,None,184  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 235,000  235000 €",None,None,None,None,None,None,None,None
10569054,None,None,None,None,None,105  m² square meters,Installed,2.0,1.0,None,1.0,Yes,None,9  m²  square meters,9  m²  square meters,Yes,None,None,425  kWh/m²  kilowatt hour per square meters,G,Gas,"Make an offer starting from  € 235,000  Make an offer starting from  235000 €",None,None,None,None,None,None,9  m²  square meters,9  m²  square meters
10569051,1970.0,None,None,Good,3.0,95  m² square meters,Installed,2.0,1.0,None,None,None,None,None,None,None,None,None,166  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 235,000  235000 €",None,None,None,None,None,Yes,None,None
10569046,1960.0,None,None,Good,3.0,185  m² square meters,Installed,3.0,1.0,None,None,None,None,None,None,None,None,None,165  kWh/m²  kilowatt hour per square meters,B,Fuel oil,"€ 298,000  298000 €",None,€ 475  475 €,492  m²  square meters,None,None,None,None,None
10569044,None,None,None,Just renovated,2.0,85  m² square meters,Semi equipped,2.0,None,1.0,2.0,Yes,None,None,None,None,None,None,403  kWh/m²  kilowatt hour per square meters,E,Electric,"€ 129,500  129500 €",None,€ 865  865 €,80  m²  square meters,None,22  m²  square meters,Yes,None,None
10569042,None,None,None,None,None,None,Not installed,2.0,1.0,None,1.0,Yes,None,36  m²  square meters,36  m²  square meters,None,None,None,191  kWh/m²  kilowatt hour per square meters,C,None,"€ 195,000  195000 €",None,€ 909  909 €,None,None,None,None,36  m²  square meters,36  m²  square meters
10569041,None,None,None,To be done up,2.0,None,Not installed,3.0,None,1.0,2.0,Yes,None,None,None,None,None,None,330  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 200,000  200000 €",None,None,400  m²  square meters,None,None,None,None,None
10569037,None,None,None,None,4.0,274  m² square meters,Installed,3.0,2.0,None,2.0,Yes,None,None,None,None,None,None,250  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"€ 495,000  495000 €",None,"€ 2,263  2263 €",3019  m²  square meters,Yes,None,Yes,None,None
10364011,1954.0,None,None,To restore,3.0,300  m² square meters,None,6.0,2.0,None,None,None,None,None,None,None,None,None,300  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 795,000  795000 €",None,"€ 2,563  2563 €",460  m²  square meters,Yes,None,None,None,None
10569031,2007.0,None,None,Good,2.0,78  m² square meters,Installed,2.0,1.0,None,1.0,Yes,None,20  m²  square meters,20  m²  square meters,Yes,None,None,143  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 320,000  320000 €",None,"€ 1,111  1111 €",None,None,None,None,20  m²  square meters,20  m²  square meters
10569029,1900.0,None,None,Good,None,None,Installed,3.0,1.0,None,2.0,Yes,None,None,None,None,None,None,219  kWh/m²  kilowatt hour per square meters,C,Gas,"Make an offer starting from  € 240,000  Make an offer starting from  240000 €",None,€ 659  659 €,700  m²  square meters,None,None,None,None,None
10569028,1993.0,None,None,Good,4.0,None,Semi equipped,3.0,None,1.0,None,Yes,None,None,None,None,None,None,377  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"Make an offer starting from  € 240,000  Make an offer starting from  240000 €",None,€ 542  542 €,883  m²  square meters,None,None,None,None,None
10569027,None,None,None,To renovate,None,None,None,3.0,None,None,None,Yes,None,None,None,None,None,None,361  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"Make an offer starting from  € 180,000  Make an offer starting from  180000 €",None,€ 452  452 €,3620  m²  square meters,None,None,None,None,None
10537242,1976.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Not specified,Not specified,None,"€ 21,000  21000 €",None,None,None,None,None,None,None,None
10569025,None,None,None,None,4.0,164  m² square meters,None,3.0,1.0,None,None,None,No,None,None,No,No,No,296  kWh/m²  kilowatt hour per square meters,D,Gas,"Make an offer starting from  € 395,000  Make an offer starting from  395000 €",None,€ 384  384 €,720  m²  square meters,None,None,None,None,None
10569024,1875.0,None,None,None,None,40  m² square meters,None,1.0,None,None,None,None,None,None,None,None,None,None,320  kWh/m²  kilowatt hour per square meters,D,None,"€ 169,000  169000 €",None,€ 454  454 €,None,None,None,None,None,None
10569023,1875.0,None,None,None,None,40  m² square meters,None,1.0,None,None,None,None,None,None,None,None,None,None,320  kWh/m²  kilowatt hour per square meters,D,None,"€ 169,000  169000 €",None,€ 454  454 €,None,None,None,None,None,None
10569022,1967.0,None,None,As new,2.0,85  m² square meters,Hyper equipped,2.0,1.0,1.0,1.0,Yes,No,6  m²  square meters,6  m²  square meters,Yes,Yes,None,171  kWh/m²  kilowatt hour per square meters,B,None,"€ 259,000  259000 €",None,None,None,None,None,None,6  m²  square meters,6  m²  square meters
10569021,1875.0,None,None,None,None,92  m² square meters,None,2.0,None,None,None,None,None,None,None,None,None,None,642  kWh/m²  kilowatt hour per square meters,F,None,"€ 249,000  249000 €",None,€ 664  664 €,None,None,None,None,None,None
10474796,None,None,None,As new,2.0,400  m² square meters,None,5.0,5.0,None,5.0,None,None,None,None,No,None,None,96  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 1,250,000  1250000 €",None,None,143  m²  square meters,None,None,Yes,None,None
10568474,1958.0,None,None,Good,4.0,185  m² square meters,Hyper equipped,5.0,2.0,None,2.0,None,No,30  m²  square meters,30  m²  square meters,No,None,Yes,335  kWh/m²  kilowatt hour per square meters,D,Fuel oil,"€ 650,000  650000 €",None,"€ 2,050  2050 €",1850  m²  square meters,None,1200  m²  square meters,None,30  m²  square meters,30  m²  square meters
10568665,1992.0,None,None,None,2.0,62  m² square meters,None,1.0,1.0,None,None,None,None,None,None,None,None,None,226  kWh/m²  kilowatt hour per square meters,C,None,None,None,€ 542  542 €,None,None,None,None,None,None
10568719,None,Hainaut,None,Good,2.0,189  m² square meters,None,3.0,2.0,None,2.0,Yes,No,None,None,Yes,None,No,87  kWh/m²  kilowatt hour per square meters,B,Gas,"Make an offer starting from  € 299,000  Make an offer starting from  299000 €",None,"€ 1,139  1139 €",None,None,149  m²  square meters,Yes,None,None
10561231,2024.0,None,None,As new,None,120  m² square meters,None,2.0,1.0,None,None,None,None,7  m²  square meters,7  m²  square meters,None,None,None,Not specified,Not specified,None,"€ 350,000  350000 €",None,None,None,None,None,None,7  m²  square meters,7  m²  square meters
10573762,None,None,All kind,As new,None,160  m² square meters,Hyper equipped,4.0,1.0,None,None,None,None,40  m²  square meters,40  m²  square meters,No,No,No,Not specified,Not specified,Gas,"€ 499,900  499900 €",None,None,None,None,None,None,40  m²  square meters,40  m²  square meters
10552786,1995.0,None,None,None,4.0,328  m² square meters,None,5.0,2.0,None,2.0,None,None,None,None,None,None,None,198  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 625,000  625000 €",None,"€ 1,928  1928 €",1256  m²  square meters,None,None,None,None,None
10557656,None,None,None,To renovate,None,220  m² square meters,None,5.0,None,3.0,None,Yes,None,None,None,None,None,None,426  kWh/m²  kilowatt hour per square meters,G,None,"€ 525,000  525000 €",None,"€ 1,291  1291 €",None,None,None,None,None,None
10564058,None,None,None,To be done up,4.0,167  m² square meters,None,3.0,1.0,1.0,2.0,None,None,16  m²  square meters,16  m²  square meters,None,None,None,Not specified,Not specified,Fuel oil,"€ 299,000  299000 €",None,None,1528  m²  square meters,None,1379  m²  square meters,None,16  m²  square meters,16  m²  square meters
10564687,None,None,None,To be done up,4.0,152  m² square meters,None,2.0,None,None,None,None,None,None,None,None,None,None,604  kWh/m²  kilowatt hour per square meters,G,Fuel oil,"€ 425,000  425000 €",None,None,300  m²  square meters,None,None,None,None,None
10564051,None,Bruxelles-Sud,None,To be done up,3.0,229  m² square meters,None,5.0,2.0,None,3.0,None,None,None,None,None,None,None,Not specified,Not specified,Gas,"Make an offer starting from  € 530,000  Make an offer starting from  530000 €",None,None,280  m²  square meters,None,180  m²  square meters,None,None,None
10563020,1976.0,None,All kind,None,None,370  m² square meters,Hyper equipped,4.0,1.0,None,2.0,None,None,None,None,No,No,No,237  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"€ 725,000  725000 €",None,"€ 1,564  1564 €",2857  m²  square meters,None,None,None,None,None
10383522,None,None,All kind,None,4.0,311  m² square meters,None,4.0,4.0,None,5.0,None,No,None,None,No,No,No,87  kWh/m²  kilowatt hour per square meters,A,None,"€ 765,000  765000 €",None,"€ 1,380  1380 €",1717  m²  square meters,None,None,Yes,None,None
10463456,None,None,All kind,None,4.0,311  m² square meters,None,4.0,4.0,None,5.0,None,No,None,None,No,No,No,87  kWh/m²  kilowatt hour per square meters,A,None,"€ 765,000  765000 €",None,"€ 1,380  1380 €",1717  m²  square meters,None,None,Yes,None,None
10566780,1975.0,None,None,To be done up,None,28  m² square meters,None,None,1.0,None,1.0,None,Yes,None,None,Yes,No,No,Not specified,Not specified,None,"€ 77,500  77500 €",None,None,None,None,None,Yes,None,None
10567017,1975.0,None,None,As new,None,43  m² square meters,Installed,None,1.0,None,1.0,None,Yes,None,None,Yes,No,No,483  kWh/m²  kilowatt hour per square meters,E,Electric,"€ 179,000  179000 €",None,€ 629  629 €,None,None,None,Yes,None,None
10468279,None,None,None,To be done up,3.0,29  m² square meters,Semi equipped,1.0,None,1.0,1.0,None,None,None,None,None,None,None,502  kWh/m²  kilowatt hour per square meters,F,Electric,"Make an offer starting from  € 70,000  Make an offer starting from  70000 €",None,None,None,None,None,None,None,None
10468278,None,None,None,To be done up,3.0,25  m² square meters,None,1.0,None,1.0,1.0,None,None,None,None,None,None,None,569  kWh/m²  kilowatt hour per square meters,G,Electric,"Make an offer starting from  € 70,000  Make an offer starting from  70000 €",None,None,None,None,None,None,None,None
10383807,1964.0,None,None,None,None,27  m² square meters,None,None,1.0,None,1.0,None,None,None,None,None,None,None,1051  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 85,000  85000 €",None,€ 230  230 €,None,None,None,None,None,None
10537565,1974.0,None,None,Good,None,27  m² square meters,None,None,1.0,None,None,None,No,None,None,Yes,No,No,320  kWh/m²  kilowatt hour per square meters,D,Electric,"€ 89,500  89500 €",None,€ 441  441 €,None,Yes,None,Yes,None,None
10478999,1978.0,None,None,As new,None,40  m² square meters,None,None,1.0,None,None,Yes,Yes,None,None,Yes,No,No,648  kWh/m²  kilowatt hour per square meters,F,None,"€ 132,500  132500 €",None,€ 515  515 €,None,Yes,None,None,None,None
10498148,1974.0,None,None,Just renovated,None,44  m² square meters,Installed,1.0,1.0,None,None,None,No,None,None,None,None,None,312  kWh/m²  kilowatt hour per square meters,D,None,"€ 139,950  139950 €",None,None,None,Yes,None,Yes,None,None
10499891,1975.0,Bruxelles,None,Good,2.0,50  m² square meters,None,None,1.0,1.0,1.0,Yes,No,None,None,Yes,None,None,555  kWh/m²  kilowatt hour per square meters,G,Electric,"€ 159,000  159000 €",€ 25  25 €,None,None,None,70  m²  square meters,None,None,None
10507977,1976.0,None,None,None,2.0,44  m² square meters,Installed,None,1.0,None,1.0,None,No,4  m²  square meters,4  m²  square meters,Yes,No,No,154  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 159,000  159000 €",None,€ 592  592 €,None,None,None,None,4  m²  square meters,4  m²  square meters
10417684,None,None,None,To be done up,None,60  m² square meters,None,1.0,1.0,None,1.0,None,No,None,None,None,None,None,570  kWh/m²  kilowatt hour per square meters,F,Electric,"€ 159,900  159900 €",None,€ 983  983 €,None,None,None,Yes,None,None
10514731,1930.0,None,None,Good,2.0,43  m² square meters,Installed,1.0,None,1.0,1.0,Yes,None,None,None,None,None,None,154  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 160,000  160000 €",None,None,None,None,None,None,None,None
10569020,1875.0,None,None,None,None,92  m² square meters,None,2.0,None,None,None,None,None,None,None,None,None,None,642  kWh/m²  kilowatt hour per square meters,F,None,"€ 249,000  249000 €",None,€ 664  664 €,None,None,None,None,None,None
10569019,2011.0,None,None,Good,3.0,122  m² square meters,None,3.0,1.0,None,None,None,No,None,None,None,None,None,253  kWh/m²  kilowatt hour per square meters,C,Gas,"Make an offer starting from  € 298,000  Make an offer starting from  298000 €",None,€ 904  904 €,None,None,None,None,None,None
10569012,None,None,None,As new,None,107  m² square meters,Hyper equipped,2.0,None,None,1.0,Yes,No,14  m²  square meters,14  m²  square meters,Yes,None,No,Not specified,Not specified,None,"€ 450,000  450000 €",None,None,None,None,None,None,14  m²  square meters,14  m²  square meters
10569011,None,None,None,None,3.0,200  m² square meters,None,7.0,2.0,None,None,None,No,None,None,None,None,None,220  kWh/m²  kilowatt hour per square meters,C,Gas,"Make an offer starting from  € 365,000  Make an offer starting from  365000 €",None,"€ 1,199  1199 €",340  m²  square meters,None,None,None,None,None
10569010,None,None,None,None,4.0,165  m² square meters,None,3.0,1.0,None,None,None,No,None,None,No,No,No,296  kWh/m²  kilowatt hour per square meters,D,Gas,"Make an offer starting from  € 395,000  Make an offer starting from  395000 €",None,€ 384  384 €,720  m²  square meters,None,None,None,None,None
10569008,None,None,None,Good,2.0,138  m² square meters,Installed,3.0,1.0,None,1.0,Yes,None,None,None,Yes,None,None,204  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 185,000  185000 €",None,"€ 1,150  1150 €",None,None,None,None,None,None
10568939,2022.0,None,None,None,None,68  m² square meters,None,1.0,1.0,None,1.0,None,None,19  m²  square meters,19  m²  square meters,None,None,None,Not specified,Not specified,None,"€ 220,000  220000 €",None,None,None,None,31  m²  square meters,None,19  m²  square meters,19  m²  square meters
10568936,2022.0,None,None,None,None,105  m² square meters,None,2.0,1.0,None,1.0,None,None,65  m²  square meters,65  m²  square meters,Yes,None,None,Not specified,Not specified,None,"€ 339,000  339000 €",None,None,None,None,None,None,65  m²  square meters,65  m²  square meters
10568927,2022.0,None,None,None,None,90  m² square meters,None,2.0,1.0,None,1.0,None,None,21  m²  square meters,21  m²  square meters,None,None,None,Not specified,Not specified,None,"€ 259,000  259000 €",None,None,None,None,29  m²  square meters,None,21  m²  square meters,21  m²  square meters
10568926,2022.0,None,None,None,None,91  m² square meters,None,2.0,1.0,None,1.0,None,None,21  m²  square meters,21  m²  square meters,None,None,None,Not specified,Not specified,None,"€ 259,000  259000 €",None,None,None,None,28  m²  square meters,None,21  m²  square meters,21  m²  square meters
10568925,2022.0,None,None,None,None,97  m² square meters,None,2.0,1.0,None,1.0,None,None,22  m²  square meters,22  m²  square meters,None,None,None,Not specified,Not specified,None,"€ 275,000  275000 €",None,None,None,None,30  m²  square meters,None,22  m²  square meters,22  m²  square meters
10568923,2021.0,None,None,None,None,157  m² square meters,Installed,3.0,1.0,None,2.0,None,None,24  m²  square meters,24  m²  square meters,Yes,None,None,Not specified,Not specified,None,"€ 399,000  399000 €",None,None,None,None,None,None,24  m²  square meters,24  m²  square meters
10568921,2021.0,None,None,None,None,157  m² square meters,Installed,3.0,1.0,None,2.0,None,None,24  m²  square meters,24  m²  square meters,Yes,None,None,Not specified,Not specified,None,"€ 399,000  399000 €",None,None,None,None,None,None,24  m²  square meters,24  m²  square meters
10568919,None,None,None,As new,None,None,USA hyper equipped,3.0,None,1.0,1.0,None,No,None,None,Yes,No,No,172  kWh/m²  kilowatt hour per square meters,B,Electric,"€ 359,000  359000 €",None,€ 865  865 €,None,None,None,None,None,None
