Property ID,Neighbourhood or locality,Type of building,Construction year,Price (€),Bedrooms,Living area (m²),Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface (m²),Garden,Garden surface (m²),Surface of the plot (m²),Number of frontages,Swimming pool,Elevator,Basement,Building condition,Cadastral income (€),Primary energy consumption (kWh/m²),CO₂ emission (kg CO₂/m²),Energy class,Heating type,Kitchen type scale,Building condition scale
10579605,,,1928.0,530000,4.0,176.0,USA hyper equipped,0,0.0,1.0,0.0,0.0,0.0,362.0,4.0,0,0,1,Good,880.0,394.0,69.0,E,Gas,8,4
10578260,Quartier Européen,,1972.0,340000,2.0,70.0,USA hyper equipped,1,0.0,1.0,20.0,0.0,0.0,,2.0,0,1,1,Just renovated,1175.0,647.0,142.0,G,Gas,8,5
10576930,Bruxelles (19 communes),,1952.0,730000,6.0,300.0,Hyper equipped,0,0.0,1.0,10.0,1.0,320.0,506.0,2.0,0,1,0,To be done up,2992.0,644.0,129.0,G,Gas,4,1
10572904,Liège environs,,1850.0,235000,5.0,230.0,USA installed,0,0.0,0.0,0.0,1.0,339.0,432.0,3.0,0,0,1,Good,593.0,403.0,101.0,E,Fuel oil,7,4
10572508,Vlaamse Ardennen,,1954.0,419000,5.0,202.0,Installed,0,0.0,1.0,20.0,1.0,850.0,1541.0,4.0,0,0,0,Good,1303.0,289.0,8912.0,C,Gas,3,4
10572922,,,1910.0,750000,4.0,306.0,Hyper equipped,0,0.0,1.0,28.0,0.0,0.0,3113.0,3.0,1,0,0,Good,1663.0,385.0,34.0,D,Fuel oil,4,4
10579280,Knokke Centrum,,2002.0,675000,2.0,100.0,USA hyper equipped,0,0.0,1.0,15.0,0.0,0.0,,2.0,0,1,1,To be done up,,440.0,,E,Gas,8,1
10571119,,,2009.0,189000,2.0,105.0,Semi equipped,0,0.0,1.0,15.0,1.0,70.0,,,0,1,1,Good,644.0,230.0,,C,Pellet,2,4
10579926,,,,169000,3.0,209.0,,0,0.0,0.0,0.0,1.0,150.0,287.0,2.0,0,0,1,To be done up,587.0,358.0,,E,Gas,0,1
10317756,,,,60000,2.0,72.0,Installed,0,0.0,1.0,7.0,0.0,0.0,,4.0,0,0,0,,,331.0,64.0,D,Gas,3,0
10317755,,,,70000,2.0,86.0,Installed,0,0.0,1.0,18.0,0.0,0.0,,2.0,0,0,1,,572.0,510.0,128.0,F,Fuel oil,3,0
10579918,,,1947.0,223000,2.0,110.0,,0,0.0,1.0,0.0,0.0,0.0,,2.0,0,0,0,Good,702.0,256.0,1000.0,C,Gas,0,4
10579917,,,2009.0,275000,3.0,139.0,Hyper equipped,0,0.0,1.0,9.0,0.0,0.0,,,0,1,1,,870.0,167.0,31.0,B,,4,0
10579915,,,1965.0,370000,3.0,112.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,,0,1,0,As new,872.0,113.0,,B,Gas,3,6
10579907,,,2001.0,732000,4.0,468.0,,0,0.0,0.0,0.0,0.0,0.0,1200.0,4.0,1,0,0,As new,2025.0,253.0,63.0,C,Fuel oil,0,6
10579906,,,2003.0,795000,8.0,455.0,,0,0.0,1.0,0.0,0.0,0.0,9198.0,4.0,1,0,0,,1897.0,145.0,35.0,B,Fuel oil,0,0
10579901,Liège,,,550000,4.0,189.0,Hyper equipped,0,0.0,1.0,0.0,1.0,2185.0,2345.0,4.0,0,0,0,Good,1554.0,302.0,75.0,D,Fuel oil,4,4
10579899,,,1957.0,309000,3.0,186.0,,0,0.0,1.0,0.0,0.0,0.0,2406.0,3.0,0,0,1,To renovate,927.0,409.0,,E,Fuel oil,0,3
10579887,,,,185000,2.0,124.0,Installed,0,0.0,1.0,30.0,1.0,280.0,380.0,3.0,0,0,1,Good,505.0,436.0,,F,Gas,3,4
10579878,,,,148000,2.0,95.0,Semi equipped,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,1,1,Good,,250.0,63.0,C,Gas,2,4
10579877,,,,115000,1.0,54.0,Not installed,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,1,1,To be done up,,325.0,59.0,D,,1,1
10579869,,,1900.0,200000,1.0,67.0,Installed,0,0.0,0.0,0.0,1.0,35.0,,2.0,0,0,0,To renovate,532.0,,,,Gas,3,3
10579861,Ans,,2022.0,299000,3.0,134.0,Not installed,0,0.0,1.0,6.0,0.0,0.0,,2.0,0,0,0,,,,,,,1,0
10579860,Ans,,2022.0,169000,1.0,65.0,Not installed,0,0.0,1.0,18.0,0.0,0.0,,2.0,0,0,0,,,,,,,1,0
10579859,Ans,,2022.0,239000,2.0,97.0,Not installed,0,0.0,1.0,5.0,0.0,0.0,,2.0,0,0,0,,,,,,,1,0
10579857,Ans,,2022.0,249000,2.0,106.0,Not installed,0,0.0,1.0,6.0,0.0,0.0,,2.0,0,0,0,,,,,,,1,0
10579840,,,1971.0,299000,3.0,246.0,,0,0.0,1.0,0.0,0.0,0.0,1379.0,4.0,0,0,1,To be done up,1279.0,928.0,,F,Gas,0,1
10579838,bruxelles,,1924.0,295000,2.0,86.0,Installed,0,0.0,1.0,7.0,0.0,0.0,,2.0,0,0,1,Good,,215.0,43.0,E,Gas,3,4
10579836,Genappe,,1920.0,235000,4.0,142.0,Installed,0,0.0,0.0,0.0,1.0,272.0,342.0,2.0,0,0,1,To be done up,460.0,276.0,51.0,D,Gas,3,1
10579834,,,,398000,2.0,,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,387.0,2.0,0,0,1,As new,,162.0,,B,Gas,4,6
10579833,,,1998.0,298000,3.0,126.0,,0,0.0,0.0,0.0,0.0,0.0,970.0,4.0,0,0,0,Good,922.0,495.0,,E,Electric,0,4
10579832,,Bungalow,1967.0,369000,3.0,187.0,,0,0.0,0.0,0.0,0.0,0.0,1000.0,4.0,0,0,0,To renovate,991.0,386.0,,D,Fuel oil,0,3
10579831,,,1945.0,199000,3.0,115.0,,0,0.0,0.0,0.0,0.0,0.0,1990.0,4.0,0,0,0,To be done up,,508.0,,F,Gas,0,1
10579830,,,1984.0,419000,3.0,279.0,Semi equipped,0,0.0,1.0,0.0,0.0,0.0,1677.0,4.0,0,0,1,Good,1320.0,421.0,,E,Gas,2,4
10579824,,,2002.0,275000,2.0,115.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,,2.0,0,0,0,Good,,120.0,,B,Gas,4,4
10579823,,,1989.0,179000,1.0,66.0,,0,0.0,1.0,0.0,0.0,0.0,,3.0,0,1,0,Good,743.0,208.0,,C,Fuel oil,0,4
10569863,Zuiden van Antwerpen,,1877.0,850000,7.0,370.0,Installed,0,0.0,1.0,50.0,1.0,1060.0,1269.0,4.0,0,0,1,To renovate,1221.0,584.0,,F,Fuel oil,3,3
10578381,Omgeving Kraainem,,1962.0,775000,3.0,200.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,669.0,4.0,0,0,1,Good,2692.0,418.0,,E,Gas,4,4
10579649,,,2008.0,675000,5.0,200.0,USA hyper equipped,0,0.0,1.0,0.0,1.0,150.0,234.0,3.0,0,0,0,As new,1365.0,133.0,577.0,B,,8,6
10569004,,,2005.0,192000,,41.0,Installed,1,0.0,1.0,0.0,0.0,0.0,,4.0,0,1,1,Good,604.0,234.0,,C,Electric,3,4
10567685,,,1976.0,195000,1.0,51.0,Semi equipped,0,0.0,1.0,2.0,0.0,0.0,,2.0,1,1,1,Good,867.0,79.0,20.0,B,Gas,2,4
10568686,,,1996.0,265000,2.0,106.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,4.0,0,1,0,Good,1461.0,118.0,,C,Gas,3,4
10568915,,,1946.0,325000,4.0,235.0,USA semi equipped,0,0.0,0.0,0.0,0.0,0.0,122.0,2.0,0,0,1,Good,1319.0,217.0,54.0,C,Fuel oil,6,4
10567484,Zone Sud Province du Luxembourg,,1960.0,329000,5.0,140.0,Semi equipped,0,0.0,1.0,800.0,1.0,200.0,1011.0,4.0,0,0,0,To renovate,1011.0,315.0,78.0,D,Fuel oil,2,3
10567500,,,2007.0,530000,2.0,156.0,USA hyper equipped,0,0.0,1.0,40.0,0.0,0.0,,2.0,0,1,1,As new,2135.0,207.0,41.0,D,Gas,8,6
10567505,Bruxelles 9 Communes,,2007.0,530000,2.0,156.0,USA hyper equipped,0,0.0,1.0,40.0,0.0,0.0,,2.0,0,1,1,As new,2135.0,207.0,41.0,D,Gas,8,6
10577975,,,1978.0,459000,2.0,95.0,Installed,0,0.0,1.0,21.0,1.0,0.0,,,0,1,0,As new,,131.0,,B,Gas,3,6
10579367,Bruxelles-Sud,,1968.0,260000,1.0,55.0,Semi equipped,0,0.0,1.0,25.0,0.0,0.0,,2.0,0,1,1,Good,852.0,720.0,145.0,G,,2,4
10568405,Gent en omstreken,,2022.0,370000,2.0,82.0,Hyper equipped,0,0.0,1.0,28.0,0.0,0.0,,2.0,0,1,1,As new,1.0,1.0,,A,,4,6
10568403,Gent en omstreken,,2022.0,395000,2.0,85.0,Hyper equipped,0,0.0,1.0,28.0,0.0,0.0,,2.0,0,1,1,As new,1.0,1.0,,A,,4,6
10566825,,,2003.0,349000,2.0,118.0,USA installed,0,0.0,1.0,9.0,0.0,0.0,,3.0,0,1,0,Good,958.0,150.0,4065.0,B,Gas,7,4
10576363,BRABANT FLAMAND,,1830.0,295000,3.0,120.0,Installed,0,0.0,0.0,0.0,1.0,280.0,403.0,3.0,0,0,0,To renovate,275.0,1266.0,,F,Electric,3,3
10576481,,,1990.0,419000,3.0,185.0,Installed,0,0.0,1.0,0.0,0.0,0.0,558.0,4.0,0,0,0,Good,1021.0,468.0,,E,Electric,3,4
10575505,,,1850.0,749000,4.0,296.0,Installed,0,2.0,0.0,0.0,1.0,350.0,23417.0,4.0,0,0,0,To renovate,797.0,773.0,,F,Fuel oil,3,3
10575843,Les Woluwes,,1965.0,535000,4.0,140.0,USA installed,0,0.0,1.0,23.0,0.0,0.0,,2.0,0,1,1,As new,,693.0,149.0,G,Gas,7,6
10578165,Bruxelles (19 communes),,1900.0,190000,,51.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0,0,As new,461.0,292.0,58.0,F,,3,6
10547322,Gent en omstreken,,2021.0,421000,3.0,146.0,Hyper equipped,0,0.0,1.0,11.0,0.0,0.0,,4.0,0,1,0,As new,1.0,1.0,,A,Gas,4,6
10547320,Gent en omstreken,,2021.0,426000,3.0,148.0,Hyper equipped,0,0.0,1.0,11.0,0.0,0.0,,4.0,0,1,0,As new,1.0,1.0,,A,Gas,4,6
10566398,,,1909.0,439000,4.0,282.0,Installed,0,0.0,1.0,40.0,1.0,0.0,497.0,2.0,0,0,1,To be done up,733.0,240.0,,C,Gas,3,1
10566078,Oost-Vlaanderen,,1950.0,615000,5.0,450.0,Installed,0,0.0,1.0,0.0,1.0,1100.0,1260.0,4.0,0,0,1,Good,2315.0,453.0,,E,Fuel oil,3,4
10522729,,Villa,1995.0,645000,5.0,339.0,Installed,0,0.0,1.0,13.0,1.0,580.0,794.0,4.0,0,0,0,As new,2221.0,142.0,,B,Gas,3,6
10574546,Waterloo,,1956.0,595000,4.0,151.0,Installed,0,0.0,1.0,0.0,1.0,460.0,544.0,4.0,1,0,0,Good,2638.0,255.0,47.0,C,Gas,3,4
10574203,Bruxelles,,1925.0,1995000,5.0,700.0,USA hyper equipped,0,0.0,1.0,175.0,1.0,300.0,2500.0,4.0,0,0,1,As new,,249.0,67.0,E,Fuel oil,8,6
10573838,,,2013.0,149000,,34.0,Installed,1,0.0,0.0,0.0,0.0,0.0,,2.0,0,1,0,Good,,241.0,38.0,E,Electric,3,4
10579822,,,1996.0,345000,3.0,138.0,Installed,0,0.0,1.0,0.0,0.0,0.0,795.0,4.0,0,0,0,Good,,371.0,,D,Gas,3,4
10579820,,,,270000,3.0,194.0,,0,0.0,0.0,0.0,0.0,0.0,400.0,3.0,0,0,1,Good,416.0,310.0,,D,Gas,0,4
10384233,Charleroi,,,479900,7.0,168.0,Installed,1,0.0,0.0,0.0,0.0,0.0,56.0,2.0,0,0,1,Good,1412.0,617.0,115.0,G,,3,4
10449403,,Town-house,1954.0,349000,3.0,294.0,,0,0.0,0.0,0.0,0.0,0.0,144.0,3.0,0,0,1,Good,773.0,294.0,,C,Gas,0,4
10017885,,,,320000,3.0,151.0,Installed,0,0.0,1.0,0.0,0.0,0.0,1343.0,4.0,0,0,1,To be done up,,552.0,,F,,3,1
10579804,,,1850.0,189000,2.0,115.0,,0,0.0,0.0,0.0,0.0,0.0,190.0,2.0,0,0,0,To be done up,287.0,367.0,,D,Gas,0,1
10579786,,,,159000,3.0,250.0,Not installed,0,0.0,1.0,10.0,0.0,0.0,60.0,2.0,0,0,0,To renovate,594.0,270.0,1872.0,D,Gas,1,3
10579785,,,1962.0,725000,3.0,261.0,Installed,0,0.0,1.0,8.0,0.0,0.0,184.0,2.0,0,0,1,To renovate,3036.0,261.0,64.0,E,Fuel oil,3,3
10579777,,,2007.0,535000,2.0,110.0,Installed,0,0.0,1.0,0.0,1.0,88.0,,3.0,0,1,0,As new,2163.0,162.0,31.0,B,Gas,3,6
10484332,,,2009.0,350000,6.0,235.0,Installed,0,0.0,0.0,0.0,0.0,0.0,991.0,3.0,0,0,0,Good,745.0,187.0,35.0,C,Gas,3,4
10579769,,,,215000,1.0,54.0,Hyper equipped,0,0.0,1.0,10.0,0.0,0.0,,,0,0,0,As new,,77.34,,A,Gas,4,6
10579768,,,,178000,1.0,52.0,Installed,0,0.0,1.0,0.0,0.0,0.0,,,0,1,0,Good,711.0,551.0,,F,Gas,3,4
10579766,,,2013.0,3350000,4.0,400.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,1400.0,4.0,0,0,1,As new,,69.0,,B,Gas,4,6
10579764,,,1954.0,820000,3.0,192.0,Installed,0,0.0,1.0,0.0,0.0,0.0,3190.0,4.0,0,0,0,,3842.0,346.0,86.0,E,,3,0
10516606,,,,57500,1.0,72.0,Not installed,0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,0,0,0,To be done up,,691.0,,G,,1,1
10579762,,,,125000,1.0,60.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0,1,,,324.0,60.0,D,Fuel oil,3,0
10579761,,,,259000,3.0,,Installed,0,0.0,0.0,0.0,0.0,0.0,207.0,4.0,0,0,0,,547.0,,,,,3,0
10579756,,,,280000,6.0,200.0,,0,0.0,1.0,0.0,0.0,0.0,326.0,4.0,0,0,0,,,,,,,0,0
10579755,,,1930.0,225000,5.0,121.0,,0,0.0,0.0,0.0,0.0,0.0,296.0,2.0,0,0,0,To be done up,,563.0,,G,,0,1
10579754,,,,368000,2.0,109.0,,0,0.0,0.0,0.0,0.0,0.0,,3.0,0,0,0,Good,,267.0,,C,Gas,0,4
10579750,,,,185000,6.0,207.0,Semi equipped,0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,Good,,332.0,,D,Gas,2,4
10579749,,,,619000,5.0,372.0,Installed,0,0.0,1.0,0.0,1.0,0.0,249.0,,1,0,1,Good,1437.0,350.0,,D,Gas,3,4
10579748,,,,240000,1.0,72.0,Hyper equipped,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0,1,Good,,501.0,100.0,G,,4,4
10579742,,,2013.0,589000,4.0,200.0,USA hyper equipped,0,0.0,1.0,0.0,1.0,100.0,,4.0,0,0,1,As new,2717.0,387.0,110.0,E,Electric,8,6
10515442,,,,59500,1.0,115.0,Not installed,0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0,0,1,To be done up,,652.0,,G,,1,1
10539323,,,,117000,2.0,150.0,Not installed,0,0.0,0.0,0.0,0.0,0.0,120.0,2.0,0,0,1,To be done up,,691.0,,G,,1,1
10438305,,,1978.0,560000,2.0,120.0,Hyper equipped,0,0.0,1.0,8.0,0.0,0.0,,,0,1,1,As new,,225.0,,E,Gas,4,6
10579734,,,,315000,2.0,128.0,Installed,0,0.0,1.0,43.0,0.0,0.0,,3.0,0,0,0,Just renovated,908.0,242.0,,C,Electric,3,5
10509623,,,,123000,1.0,56.0,Installed,0,0.0,1.0,12.0,1.0,50.0,,2.0,0,1,0,,592.0,235.0,,C,Gas,3,0
10579728,,,1936.0,350000,3.0,147.0,Installed,0,0.0,1.0,33.0,1.0,90.0,220.0,2.0,0,0,0,Good,440.0,184.0,1000.0,B,Gas,3,4
10572643,,,1993.0,269000,3.0,119.0,Installed,0,0.0,1.0,0.0,0.0,0.0,,2.0,0,0,0,Good,,420.0,,E,Electric,3,4
10572259,,,2011.0,349000,3.0,110.0,Installed,0,0.0,1.0,8.0,0.0,0.0,,,0,0,0,As new,,207.0,,C,Gas,3,6
10560964,1 - Bruxelles Centre,,2020.0,450000,3.0,148.0,USA hyper equipped,0,0.0,1.0,33.0,0.0,0.0,,3.0,0,1,1,As new,,82.0,23.0,B,Gas,8,6
10563238,Les Woluwes,,1966.0,245000,,46.0,Installed,0,0.0,1.0,6.0,0.0,0.0,,2.0,0,1,1,Just renovated,1036.0,131.0,26.0,C,Gas,3,5
10562978,,,2003.0,335000,2.0,95.0,Semi equipped,0,0.0,1.0,32.0,0.0,0.0,,2.0,0,0,0,Good,870.0,126.0,,B,Gas,2,4
10193358,Nivelles,,1875.0,360000,4.0,207.0,Installed,0,0.0,1.0,0.0,1.0,518.0,608.0,2.0,0,0,1,To be done up,814.0,533.0,98.0,G,Gas,3,1
10571758,,,1975.0,690000,7.0,405.0,Installed,1,0.0,0.0,0.0,1.0,4534.0,4534.0,4.0,0,0,1,To renovate,2691.0,467.0,1000.0,E,Electric,3,3
10572432,,,1850.0,330000,3.0,184.0,USA installed,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,1,0,As new,,158.0,31.0,B,,7,6
10572658,1 - Bruxelles Nord et Ouest,,2021.0,560000,3.0,149.0,USA hyper equipped,0,0.0,1.0,36.0,0.0,0.0,,3.0,0,1,1,As new,,44.65,8.0,A,,8,6
10572149,Brussel (19 gemeenten),,1973.0,190000,,44.0,Semi equipped,1,0.0,0.0,0.0,0.0,0.0,,2.0,0,1,0,Good,,285.0,,F,Gas,2,4
10558643,Bruxelles-Nord,,2025.0,326000,2.0,81.0,USA installed,0,0.0,1.0,6.0,0.0,0.0,,3.0,0,1,1,As new,,45.0,45.0,A,Gas,7,6
10374224,,Apartment building,2016.0,449000,3.0,112.0,Installed,1,0.0,1.0,0.0,0.0,0.0,,4.0,0,1,0,As new,,58.0,,A,Gas,3,6
10558630,Bruxelles-Nord,,2025.0,484000,3.0,126.0,Hyper equipped,0,0.0,1.0,13.0,0.0,0.0,,4.0,0,1,1,As new,,44.0,44.0,A,Gas,4,6
10579632,Knokke,,1989.0,4995000,7.0,499.0,USA hyper equipped,0,0.0,1.0,0.0,0.0,0.0,1174.0,4.0,1,0,1,As new,2736.0,152.0,,B,Gas,8,6
10561327,,,1939.0,375000,3.0,214.0,Not installed,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,1,1,To be done up,1765.0,380.0,70.0,E,Gas,1,1
10561076,Huy et 5kms,,2009.0,440000,3.0,195.0,Installed,0,0.0,1.0,30.0,1.0,515.0,870.0,4.0,0,0,0,As new,847.0,170.0,43.0,B,Fuel oil,3,6
10574079,,,1910.0,460000,5.0,328.0,Installed,0,0.0,0.0,0.0,0.0,0.0,1440.0,4.0,0,0,0,As new,964.0,319.0,,D,Gas,3,6
10567502,,,1968.0,175000,,41.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,1,1,Good,587.0,740.0,195.0,G,Fuel oil,3,4
10567435,,,2010.0,775000,2.0,258.0,Hyper equipped,1,0.0,1.0,0.0,0.0,0.0,,2.0,0,0,0,Good,,82.0,,A,Gas,4,4
10579070,,,1974.0,349500,4.0,185.0,Semi equipped,0,0.0,1.0,40.0,1.0,800.0,1204.0,4.0,0,0,0,Good,656.0,242.0,6985.0,C,Fuel oil,2,4
10573837,,,2011.0,479000,3.0,126.0,USA hyper equipped,0,0.0,1.0,27.0,0.0,0.0,,2.0,0,1,1,Good,1677.0,240.0,38.0,E,,8,4
10558971,,,2017.0,180000,,43.0,USA hyper equipped,0,0.0,1.0,5.0,0.0,0.0,,2.0,0,1,1,As new,958.0,113.0,21.0,C,Gas,8,6
10557389,Oost-Vlaanderen,,2012.0,235000,1.0,78.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0,0,Good,508.0,124.0,,B,Gas,3,4
10451488,,,1995.0,275000,3.0,130.0,USA installed,0,0.0,1.0,14.0,1.0,140.0,232.0,2.0,0,0,1,Good,1160.0,286.0,52.0,D,Gas,7,4
10579725,,,1977.0,269000,4.0,196.0,,0,0.0,0.0,0.0,1.0,38.0,132.0,2.0,0,0,1,To renovate,,393.0,,D,,0,3
10579718,,,,195000,4.0,133.0,Semi equipped,0,0.0,1.0,0.0,1.0,0.0,123.0,,0,0,0,Good,721.0,586.0,,F,Gas,2,4
10579716,,,,125000,3.0,98.0,,0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0,0,1,To renovate,560.0,262.0,52.0,D,Gas,0,3
10579712,,,1945.0,650000,4.0,416.0,Installed,0,0.0,1.0,0.0,0.0,0.0,1133.0,4.0,0,0,1,Good,813.0,230.0,,C,Fuel oil,3,4
10579710,,,,110000,2.0,84.0,Installed,0,0.0,1.0,0.0,0.0,0.0,,,0,1,0,,,302.0,,D,Gas,3,0
10579709,VISE,,1900.0,189000,3.0,104.0,Installed,0,0.0,1.0,16.0,0.0,0.0,326.0,2.0,0,0,1,Good,376.0,327.0,60.0,D,Gas,3,4
10579707,,,,895000,5.0,290.0,Not installed,0,0.0,0.0,0.0,1.0,141.0,232.0,,0,0,1,,2627.0,,,,,1,0
10579706,,,1910.0,545000,5.0,165.0,Hyper equipped,0,0.0,0.0,0.0,1.0,16.0,65.0,,0,0,0,Just renovated,1123.0,202.0,,D,,4,5
10579702,,,1964.0,369000,4.0,220.0,,0,0.0,0.0,0.0,0.0,0.0,3285.0,4.0,0,0,1,To be done up,948.0,674.0,,F,Gas,0,1
10579701,,,,225000,4.0,121.0,,0,0.0,1.0,13.0,1.0,145.0,220.0,2.0,0,0,0,,,406.0,75.0,E,Gas,0,0
10579693,,,,200000,4.0,200.0,Installed,0,0.0,0.0,0.0,0.0,0.0,994.0,3.0,0,0,0,,612.0,360.0,89.0,E,Fuel oil,3,0
10579687,,,1972.0,385000,4.0,240.0,,0,0.0,1.0,0.0,0.0,0.0,351.0,3.0,0,0,0,,805.0,525.0,,F,Fuel oil,0,0
10579686,,,1969.0,440000,2.0,93.0,Hyper equipped,0,0.0,1.0,7.0,0.0,0.0,,2.0,0,1,1,As new,1483.0,611.0,123.0,G,Gas,4,6
10579682,Brabant Wallon,,1976.0,299000,2.0,75.0,Installed,0,0.0,1.0,20.0,1.0,400.0,626.0,4.0,0,0,0,To be done up,,455.0,110.0,F,Fuel oil,3,1
10579678,Namur Zone proche (5000 5001 5002 5003 5004 5020 5,,1899.0,129000,1.0,59.0,Semi equipped,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0,1,Good,,438.0,80.0,F,Gas,2,4
10579677,Namur,,1899.0,99000,,25.0,,0,0.0,1.0,3.0,0.0,0.0,,2.0,0,0,1,To be done up,,487.0,96.0,F,Electric,0,1
10579674,,,1972.0,230000,4.0,178.0,Semi equipped,0,0.0,0.0,0.0,1.0,0.0,817.0,4.0,0,0,0,Good,875.0,1137.0,324.0,G_F,Electric,2,4
10579672,,,1959.0,689000,4.0,264.0,,0,0.0,0.0,0.0,0.0,0.0,196.0,,0,0,0,Good,2164.0,354.0,71.0,G,Gas,0,4
10579668,,,,245000,3.0,120.0,,0,0.0,1.0,40.0,1.0,1200.0,1300.0,1.0,0,0,1,Good,,583.0,,G,,0,4
10579666,Liège,,,369000,4.0,556.0,Installed,0,0.0,0.0,0.0,0.0,0.0,450.0,2.0,0,0,0,Good,,182.0,,C,Gas,3,4
10579663,,,1974.0,300000,3.0,130.0,Hyper equipped,1,0.0,1.0,15.0,0.0,0.0,,2.0,0,1,1,As new,,234.0,37.0,E,Electric,4,6
10399690,,,1977.0,250000,5.0,157.0,,0,0.0,1.0,8.0,0.0,0.0,70.0,2.0,0,0,1,To renovate,,399.0,,D,Gas,0,3
10579662,,,,399000,3.0,177.0,USA hyper equipped,0,0.0,1.0,0.0,0.0,0.0,1142.0,4.0,0,0,0,,,606.0,,F,Fuel oil,8,0
10579661,Vlaams-Brabant Noorden,,1930.0,460000,5.0,250.0,Not installed,0,0.0,1.0,20.0,1.0,110.0,220.0,2.0,0,0,0,To be done up,1192.0,639.0,17.0,F,Gas,1,1
10579659,,,1963.0,179000,1.0,62.0,Installed,0,0.0,1.0,30.0,0.0,0.0,,2.0,0,0,1,Just renovated,661.0,302.0,,D,Gas,3,5
10579658,,,2003.0,539000,4.0,220.0,Installed,0,0.0,0.0,0.0,1.0,0.0,500.0,3.0,0,0,0,Good,928.0,171.0,,B,Gas,3,4
10579656,,,1993.0,690000,5.0,155.0,Semi equipped,0,1.0,1.0,35.0,1.0,0.0,1378.0,4.0,0,0,0,Good,,340.0,81.0,D,Fuel oil,2,4
10579655,,,1993.0,550000,5.0,155.0,Semi equipped,0,1.0,1.0,35.0,1.0,0.0,760.0,4.0,0,0,0,Good,,340.0,81.0,D,Fuel oil,2,4
10579651,,,2010.0,349000,2.0,,Hyper equipped,0,0.0,0.0,0.0,1.0,45.0,139.0,2.0,0,0,0,,,133.0,,B,Gas,4,0
10557112,Brabant Wallon,,1955.0,499000,6.0,185.0,Installed,0,0.0,1.0,21.0,1.0,206.0,302.0,4.0,0,0,0,To be done up,2216.0,265.0,49.0,D,Gas,3,1
10570056,,,1990.0,249500,2.0,105.0,Hyper equipped,0,0.0,1.0,25.0,1.0,12458.0,,3.0,0,1,1,As new,1487.0,374.0,107.0,E,,4,6
10556350,,,2013.0,115000,1.0,16.0,Semi equipped,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,1,0,As new,401.0,92.0,,A,Gas,2,6
10556661,,,2004.0,199500,1.0,87.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,3.0,0,0,0,Good,787.0,202.0,,C,Gas,3,4
10555241,Vlaams-Brabant Noorden,,1979.0,425000,3.0,140.0,USA installed,0,0.0,1.0,24.0,1.0,260.0,800.0,4.0,0,0,0,To be done up,1576.0,621.0,10.0,F,Electric,7,1
10566137,,,1974.0,595000,3.0,215.0,Installed,0,0.0,1.0,0.0,1.0,1100.0,1284.0,4.0,0,0,0,To renovate,4100.0,375.0,93.0,E,Fuel oil,3,3
10566163,,,1994.0,1275000,5.0,456.0,Installed,0,0.0,1.0,70.0,1.0,900.0,1681.0,4.0,0,0,1,As new,2602.0,165.0,,B,Gas,3,6
10482344,Brabant Flamand,,1991.0,710000,5.0,260.0,Semi equipped,0,0.0,1.0,0.0,1.0,557.0,675.0,4.0,0,0,0,To be done up,4018.0,245.0,12.0,C,Gas,2,1
10467819,Projets Bruxelles Centre,,2025.0,275000,,47.0,USA hyper equipped,0,0.0,1.0,6.0,0.0,0.0,,2.0,0,1,1,As new,,46.0,,B,Gas,8,6
10384516,Liège environs,,2022.0,349000,3.0,153.0,Hyper equipped,0,0.0,1.0,11.0,1.0,500.0,,3.0,0,1,1,As new,,93.0,1894.0,B,Gas,4,6
10457573,bruxelles,,2022.0,489000,3.0,156.0,USA hyper equipped,0,0.0,1.0,6.0,0.0,0.0,,3.0,0,1,1,As new,,36.68,6.0,A,Gas,8,6
10227791,Brabant wallon,,2022.0,695000,3.0,159.0,Not installed,0,0.0,1.0,54.0,0.0,0.0,,,0,1,0,As new,,85.0,,A,Gas,1,6
10574163,Quartier Joli-Bois,,1967.0,695000,5.0,252.0,Hyper equipped,0,1.0,1.0,40.0,1.0,450.0,786.0,4.0,0,0,1,To be done up,4043.0,482.0,,F,Fuel oil,4,1
