,Property ID,Neighbourhood or locality,Type of building,Construction year,Price,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Elevator,Basement,Building condition,Monthly charges,Cadastral income,Primary energy consumption,CO₂ emission,Energy class,Heating type
381,10579258,None,None,None," 475,000",6,301  m² square meters,None,No,None,None,None,None,None,422  m²  square meters,3,None,None,None,None,None, 428,112  kWh/m²  kilowatt hour per square meters,Not specified,B,None
382,10579245,Waremme,None,2021," 315,000",4,161  m² square meters,Installed,No,None,None,22  m²  square meters,None,158  m²  square meters,235  m²  square meters,3,No,No,None,As new,None,None,78  kWh/m²  kilowatt hour per square meters,Not specified,A,None
383,10537810,None,None,1965," 1,090,000",3,204  m² square meters,USA hyper equipped,Yes,None,Yes,None,None,150  m²  square meters,553  m²  square meters,4,No,No,Yes,As new,None," 1,395",457  kWh/m²  kilowatt hour per square meters,1 kg CO₂/m²,E,Gas
384,10579240,DAILLY,None,1900," 850,000",5,300  m² square meters,Hyper equipped,No,None,Yes,None,None,100  m²  square meters,180  m²  square meters,2,None,None,None,As new,None,None,344  kWh/m²  kilowatt hour per square meters,69 kg CO₂/m²,F,Gas
385,10579230,None,None,None," 70,000",1,50  m² square meters,Installed,No,None,Yes,None,None,None,390  m²  square meters,4,None,None,None,None,None, 136,Not specified,Not specified,Not specified,Gas
386,10579226,None,None,None," 190,000",3,180  m² square meters,Installed,No,None,None,20  m²  square meters,None,None,None,4,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
387,10579224,None,None,None," 419,000",3,143  m² square meters,Installed,None,None,Yes,None,None,12  m²  square meters,91  m²  square meters,2,None,None,Yes,Just renovated,None,None,96  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
388,10579223,None,None,None," 195,000",3,143  m² square meters,None,No,None,None,None,None,75  m²  square meters,146  m²  square meters,2,No,No,None,None,None,None,415  kWh/m²  kilowatt hour per square meters,Not specified,E,None
389,10579215,Universiteit Antwerpen,None,None," 310,000",1,90  m² square meters,Installed,No,None,None,None,None,None,None,2,None,Yes,Yes,Good,None," 1,105",395  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
390,10579210,Bruxelles (19 communes),None,None," 210,000",1,86  m² square meters,Semi equipped,No,None,None,None,None,None,None,2,No,No,None,To be done up,None,None,581  kWh/m²  kilowatt hour per square meters,117 kg CO₂/m²,G,Gas
391,10383961,None,None,1982," 429,000",3,133  m² square meters,USA semi equipped,None,None,Yes,None,None,522  m²  square meters,600  m²  square meters,4,No,No,None,Good,None," 1,246",374  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
392,10487740,Malemmeersen,None,2015," 430,000",3,142  m² square meters,Hyper equipped,None,None,None,14  m²  square meters,None,None,None,2,None,Yes,None,Good," 1,150"," 1,123",95  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
393,10343083,None,None,2010," 435,000",3,148  m² square meters,USA hyper equipped,No,None,None,40  m²  square meters,None,750  m²  square meters,1278  m²  square meters,4,Yes,No,None,Good,None, 830,63  kWh/m²  kilowatt hour per square meters,8 kg CO₂/m²,A,Gas
394,10499357,None,None,2012," 435,000",3,142  m² square meters,Hyper equipped,None,None,None,14  m²  square meters,None,None,None,2,None,Yes,Yes,Good,None," 1,674",134  kWh/m²  kilowatt hour per square meters,1000 kg CO₂/m²,B,Gas
395,10523134,Brabant wallon ouest,None,1958," 450,000",2,125  m² square meters,USA semi equipped,No,None,None,90  m²  square meters,None,572  m²  square meters,797  m²  square meters,4,No,No,Yes,To be done up,None," 1,182",529  kWh/m²  kilowatt hour per square meters,132 kg CO₂/m²,G,Fuel oil
396,10537965,None,Town-house,1995," 450,000",3,225  m² square meters,Hyper equipped,None,1,None,50  m²  square meters,None,180  m²  square meters,295  m²  square meters,2,No,No,None,As new,None," 1,065",196  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
397,10526709,None,None,1951," 455,000",3,189  m² square meters,USA hyper equipped,No,None,Yes,None,None,400  m²  square meters,732  m²  square meters,4,No,No,None,Just renovated,None, 614,356  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
398,10277563,Brabant Wallon,None,1976," 495,000",4,203  m² square meters,Installed,No,None,None,30  m²  square meters,None,1737  m²  square meters,1886  m²  square meters,4,None,No,None,To be done up,None," 3,190",225  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
399,10542378,None,None,1930," 499,000",4,330  m² square meters,Not installed,No,None,None,1  m²  square meter,None,15  m²  square meters,150  m²  square meters,2,No,No,Yes,To renovate,None," 1,511",322  kWh/m²  kilowatt hour per square meters,64 kg CO₂/m²,F,Gas
400,10467687,None,None,1997," 499,000",4,311  m² square meters,Installed,No,None,None,None,None,730  m²  square meters,1320  m²  square meters,4,No,No,None,Good,None," 1,053",288  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
401,10502395,None,None,1973," 500,000",5,265  m² square meters,Semi equipped,No,None,None,76  m²  square meters,None,457  m²  square meters,857  m²  square meters,4,None,None,Yes,To renovate,None," 3,500",254  kWh/m²  kilowatt hour per square meters,47 kg CO₂/m²,C,Gas
402,10502393,None,None,1973," 500,000",5,265  m² square meters,Semi equipped,No,None,None,76  m²  square meters,None,457  m²  square meters,857  m²  square meters,4,None,None,Yes,To renovate,None," 3,500",254  kWh/m²  kilowatt hour per square meters,47 kg CO₂/m²,C,Gas
403,10548531,Oost- Vlaanderen,None,1966," 545,000",3,198  m² square meters,Hyper equipped,None,None,Yes,None,None,None,627  m²  square meters,4,No,No,None,As new,None, 974,292  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
404,10442631,None,None,1992," 549,000",5,297  m² square meters,Installed,No,None,None,20  m²  square meters,None,140  m²  square meters,340  m²  square meters,2,None,None,None,Good,None," 1,754",130  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
405,10528548,None,None,1998," 589,000",6,288  m² square meters,Installed,No,1,None,None,None,475  m²  square meters,969  m²  square meters,4,No,No,None,As new,None," 1,311",180  kWh/m²  kilowatt hour per square meters,1090 kg CO₂/m²,B,Gas
406,10579209,Bruxelles (19 communes),None,1930," 485,000",2,98  m² square meters,Installed,No,None,None,None,None,None,None,2,None,None,None,Just renovated,None,None,Not specified,Not specified,Not specified,Gas
407,10579208,None,None,None," 560,000",6,300  m² square meters,Hyper equipped,No,None,Yes,None,None,None,None,2,No,No,None,To be done up,None,None,352  kWh/m²  kilowatt hour per square meters,85 kg CO₂/m²,G,None
408,10579207,Bruxelles (19 communes),None,1969," 430,000",3,131  m² square meters,Hyper equipped,No,None,None,8  m²  square meters,None,25  m²  square meters,None,3,No,Yes,None,Good,None,None,304  kWh/m²  kilowatt hour per square meters,61 kg CO₂/m²,F,Gas
409,10579206,Bruxelles (19 communes),None,None," 210,000",1,75  m² square meters,None,No,None,None,19  m²  square meters,None,None,None,2,No,No,Yes,To be done up,None,None,186  kWh/m²  kilowatt hour per square meters,37 kg CO₂/m²,D,Fuel oil
410,10579205,Bruxelles (19 communes),None,None," 195,000",1,75  m² square meters,Semi equipped,No,None,None,2  m²  square meters,None,None,None,2,No,No,Yes,To be done up,None,None,214  kWh/m²  kilowatt hour per square meters,42 kg CO₂/m²,E,Gas
411,10579202,None,None,1935," 349,000",3,119  m² square meters,Installed,None,None,None,None,Yes,None,194  m²  square meters,2,None,None,None,None,None, 235,104  kWh/m²  kilowatt hour per square meters,Not specified,B,None
412,10579197,None,None,1910," 1,695,000",3,396  m² square meters,Hyper equipped,No,None,Yes,None,None,None,2418  m²  square meters,4,Yes,None,None,As new,None,None,99  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
413,10579191,None,None,1895," 1,250,000",3,303  m² square meters,None,No,None,None,None,None,None,8500  m²  square meters,3,Yes,None,None,Good,None," 1,822",Not specified,Not specified,Not specified,None
414,10579190,None,None,1895," 2,450,000",7,680  m² square meters,None,None,None,Yes,None,None,None,18655  m²  square meters,4,Yes,None,None,To be done up,None,None,Not specified,Not specified,Not specified,None
415,10579187,None,None,1967," 189,000",1,51  m² square meters,Semi equipped,Yes,None,None,None,None,None,None,2,None,Yes,Yes,Good,None, 800,201  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
416,10394247,None,None,None," 245,000",4,None,None,No,None,None,None,None,None,40  m²  square meters,1,None,None,Yes,To be done up,None, 956,599  kWh/m²  kilowatt hour per square meters,Not specified,G,Gas
417,10579174,None,None,None," 450,000",8,490  m² square meters,Installed,No,None,None,10  m²  square meters,None,None,1075  m²  square meters,3,None,None,Yes,None,None," 1,279",131  kWh/m²  kilowatt hour per square meters,Not specified,B,None
418,10579172,None,None,None," 450,000",8,490  m² square meters,Installed,No,None,None,10  m²  square meters,None,None,1075  m²  square meters,3,None,None,Yes,None,None," 1,279",131  kWh/m²  kilowatt hour per square meters,Not specified,B,None
419,10579171,None,None,2019," 410,000",3,165  m² square meters,Installed,No,None,None,30  m²  square meters,None,None,755  m²  square meters,4,None,None,None,None,None," 1,167",101  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
420,10579168,None,None,2007," 315,000",2,124  m² square meters,None,No,None,None,None,None,None,None,3,No,No,None,Good,None," 1,002",238  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
421,10579166,None,None,2005," 245,000",2,50  m² square meters,USA installed,None,None,Yes,None,None,None,None,None,No,Yes,None,As new,None, 706,210  kWh/m²  kilowatt hour per square meters,Not specified,C,Electric
422,10579164,None,All kind,1892," 1,150,000",5,297  m² square meters,None,None,1,None,None,None,None,1434  m²  square meters,4,None,No,None,Good,None, 465,122  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
423,10579163,None,None,None," 599,000",4,171  m² square meters,Semi equipped,Yes,None,None,4  m²  square meters,None,None,None,None,No,No,None,None,None," 1,125",311  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
424,10579124,None,None,1981," 1,295,000",3,104  m² square meters,Hyper equipped,None,None,Yes,None,None,None,None,3,No,Yes,None,None,None," 1,290",247  kWh/m²  kilowatt hour per square meters,Not specified,C,None
425,10579109,None,None,2011," 729,000",3,90  m² square meters,None,No,None,None,None,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,Gas
426,10579108,None,None,None," 459,000",3,None,Hyper equipped,None,None,Yes,None,Yes,None,267  m²  square meters,None,None,None,None,None,None,None,119  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
427,10579106,None,None,2000," 194,900",2,80  m² square meters,Installed,No,None,None,3  m²  square meters,None,400  m²  square meters,None,2,None,None,Yes,Good,None, 870,152  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
428,10579104,None,None,1930," 199,000",3,134  m² square meters,Installed,None,None,None,19  m²  square meters,Yes,None,438  m²  square meters,None,No,No,None,To renovate,None, 490,572  kWh/m²  kilowatt hour per square meters,20027 kg CO₂/m²,F,Fuel oil
429,10579097,None,None,1977," 155,000",None,24  m² square meters,None,Yes,None,Yes,None,None,None,None,None,No,Yes,None,As new,None, 495,182  kWh/m²  kilowatt hour per square meters,Not specified,B,None
430,10579096,None,All kind,1958," 595,000",3,None,Installed,None,None,Yes,None,None,None,994  m²  square meters,None,No,No,None,Just renovated,None, 656,161  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
431,10579092,The Ardennes,None,2003," 119,000",None,37  m² square meters,Installed,No,None,None,12  m²  square meters,None,None,None,None,No,No,None,Good,None,None,299  kWh/m²  kilowatt hour per square meters,77 kg CO₂/m²,D,Fuel oil
432,10579082,None,None,2012," 350,000",3,110  m² square meters,USA hyper equipped,No,None,None,20  m²  square meters,None,None,None,3,No,Yes,None,As new,None,None,103  kWh/m²  kilowatt hour per square meters,Not specified,B,None
433,10482269,None,None,1969," 299,000",3,230  m² square meters,Not installed,None,1,None,10  m²  square meters,None,1290  m²  square meters,1618  m²  square meters,4,None,None,Yes,Good,None," 1,033",394  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
434,10482268,None,None,1969," 299,000",3,230  m² square meters,Not installed,None,1,None,10  m²  square meters,None,1290  m²  square meters,1618  m²  square meters,4,None,None,Yes,Good,None," 1,033",394  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
435,10579079,None,None,2007," 220,000",2,88  m² square meters,Hyper equipped,None,None,None,None,None,None,None,2,None,None,None,As new,None, 611,113  kWh/m²  kilowatt hour per square meters,21 kg CO₂/m²,B,Gas
436,10519911,Brabant Wallon,None,1990," 595,000",4,170  m² square meters,Installed,No,None,None,45  m²  square meters,None,1659  m²  square meters,1756  m²  square meters,4,No,No,None,Good,None," 2,597",412  kWh/m²  kilowatt hour per square meters,75 kg CO₂/m²,E,Gas
437,10491253,None,None,2010," 595,000",3,196  m² square meters,Hyper equipped,None,None,Yes,None,None,None,785  m²  square meters,4,None,No,None,Good,None," 1,504",166  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
438,10333352,Est de Bruxelles + VL,None,2008," 595,000",3,170  m² square meters,USA hyper equipped,No,None,None,9  m²  square meters,None,None,None,2,No,Yes,None,As new,None," 1,843",119  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
439,10243566,None,None,1953," 595,000",3,267  m² square meters,Hyper equipped,No,1,None,None,None,1000  m²  square meters,1704  m²  square meters,4,No,No,None,Good,None," 1,127",370  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
440,10359882,Hannut et 5 kms,None,2004," 600,000",5,285  m² square meters,Installed,No,None,Yes,None,None,1000  m²  square meters,1915  m²  square meters,4,No,None,None,Good,None," 1,642",262  kWh/m²  kilowatt hour per square meters,65 kg CO₂/m²,D,Fuel oil
441,10433033,None,None,1955," 639,000",5,309  m² square meters,Hyper equipped,None,None,Yes,None,None,None,780  m²  square meters,4,No,No,None,Good,None," 2,436",400  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
442,10329086,Kraainem,None,1994," 640,000",4,150  m² square meters,Installed,No,None,None,15  m²  square meters,None,400  m²  square meters,524  m²  square meters,4,No,No,Yes,As new,None," 3,254",300  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
443,10538861,Vlaams-Brabant Noorden,None,1966," 649,000",4,200  m² square meters,USA hyper equipped,No,None,None,35  m²  square meters,None,865  m²  square meters,1000  m²  square meters,4,None,None,None,As new,None," 1,467",398  kWh/m²  kilowatt hour per square meters,12 kg CO₂/m²,D,Electric
444,10383982,None,None,2005," 650,000",2,160  m² square meters,USA hyper equipped,No,None,None,40  m²  square meters,None,None,None,2,No,Yes,Yes,As new,None," 2,338",82  kWh/m²  kilowatt hour per square meters,17 kg CO₂/m²,B,Gas
