Property ID,Neighbourhood or locality,Type of building,Construction year,Price,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Elevator,Basement,Building condition,Cadastral income,Primary energy consumption,CO₂ emission,Energy class,Heating type
10569646,,,1983.0,"€ 174,900  174900 €",1.0,80  m² square meters,Installed,No,,,,,,,2.0,No,Yes,,Good,,158  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10126678,,,2008.0,"€ 229,000  229000 €",2.0,80  m² square meters,,No,,,,,,,2.0,No,No,,Good,,Not specified,Not specified,Not specified,Electric
10263778,,,2009.0,"€ 230,000  230000 €",,42  m² square meters,,,,,,,,,,,Yes,,,,228  kWh/m²  kilowatt hour per square meters,36 kg CO₂/m²,E,Electric
9857006,,,2013.0,"€ 235,000  235000 €",2.0,77  m² square meters,Installed,No,,,,Yes,,,2.0,No,No,,Just renovated,€ 569  569 €,210  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
9786005,,,2020.0,"€ 235,000  235000 €",2.0,98  m² square meters,,,,Yes,,Yes,,,,No,No,Yes,,,94  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10503824,,,2014.0,"Make an offer starting from  € 239,000  Make an offer starting from  239000 €",3.0,150  m² square meters,Installed,No,,Yes,,,,,4.0,,Yes,,As new,€ 897  897 €,112  kWh/m²  kilowatt hour per square meters,21 kg CO₂/m²,B,
10538636,,All kind,1930.0,"€ 260,000  260000 €",1.0,45  m² square meters,,,,,15  m²  square meters,,,,,,,,Good,"€ 2,112  2112 €",471  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
10357953,,All kind,,"€ 280,000  280000 €",2.0,102  m² square meters,USA hyper equipped,,,,120  m²  square meters,,,,,No,Yes,,To renovate,,Not specified,Not specified,Not specified,Gas
10478689,,,2003.0,"€ 349,000  349000 €",3.0,118  m² square meters,Installed,No,,Yes,,,,,2.0,No,Yes,,Good,€ 992  992 €,325  kWh/m²  kilowatt hour per square meters,Not specified,D,
10435625,'t Eilandje,,,"€ 429,000  429000 €",1.0,85  m² square meters,,No,,,21  m²  square meters,,,,,,Yes,,As new,,106  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10510086,,,,"€ 495,000  495000 €",3.0,190  m² square meters,Installed,No,,,36  m²  square meters,,,,2.0,No,Yes,,Good,"€ 1,765  1765 €",174  kWh/m²  kilowatt hour per square meters,Not specified,B,
10510084,,,,"€ 495,000  495000 €",3.0,190  m² square meters,Installed,No,,,36  m²  square meters,,,,2.0,No,Yes,,Good,"€ 1,765  1765 €",174  kWh/m²  kilowatt hour per square meters,Not specified,B,
10451112,,,2023.0,"€ 570,000  570000 €",3.0,159  m² square meters,USA hyper equipped,No,,Yes,,,,,,,Yes,,As new,,Not specified,Not specified,Not specified,Gas
10018432,,,2022.0,"€ 1,195,000  1195000 €",3.0,198  m² square meters,Installed,Yes,,,81  m²  square meters,,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10536418,,,2021.0,"€ 1,230,000  1230000 €",2.0,132  m² square meters,Hyper equipped,,,,63  m²  square meters,,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10536417,,,2021.0,"€ 1,450,000  1450000 €",3.0,159  m² square meters,Hyper equipped,,,,76  m²  square meters,,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10569592,,All kind,2008.0,"€ 895,000  895000 €",4.0,270  m² square meters,,,,,,Yes,,1708  m²  square meters,,Yes,No,Yes,As new,,268  kWh/m²  kilowatt hour per square meters,Not specified,D,
10523353,,All kind,1920.0,"€ 6,500,000  6500000 €",10.0,1780  m² square meters,Installed,,1.0,,1  m²  square meter,,1  m²  square meter,898  m²  square meters,3.0,Yes,No,Yes,As new,"€ 8,891  8891 €",Not specified,Not specified,Not specified,Gas
10498206,,,1993.0,"€ 499,000  499000 €",3.0,185  m² square meters,Hyper equipped,No,1.0,,180  m²  square meters,,,,2.0,No,Yes,,As new,"€ 1,652  1652 €",Not specified,Not specified,Not specified,Gas
10569645,,,1962.0,"€ 249,000  249000 €",2.0,224  m² square meters,Semi equipped,No,,,,,400  m²  square meters,581  m²  square meters,4.0,No,No,,To renovate,€ 644  644 €,725  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
8961759,,,,"€ 890,000  890000 €",10.0,,Hyper equipped,No,2.0,,,,3000  m²  square meters,3400  m²  square meters,4.0,Yes,No,,Just renovated,,138  kWh/m²  kilowatt hour per square meters,Not specified,Not specified,Gas
10569639,,All kind,2006.0,"€ 795,000  795000 €",3.0,128  m² square meters,USA hyper equipped,Yes,,,90  m²  square meters,,,,,No,Yes,,,"€ 1,144  1144 €",128  kWh/m²  kilowatt hour per square meters,3450 kg CO₂/m²,B,Gas
10540759,,,1962.0,"€ 460,000  460000 €",3.0,88  m² square meters,,Yes,,Yes,,,,,,No,Yes,Yes,,€ 976  976 €,346  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
10569631,,All kind,1976.0,"€ 395,000  395000 €",3.0,108  m² square meters,Installed,No,,,,,,683  m²  square meters,,No,No,,To renovate,"€ 1,326  1326 €",314  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10569627,,,2023.0,"€ 459,000  459000 €",3.0,278  m² square meters,USA hyper equipped,,,,17  m²  square meters,,288  m²  square meters,,3.0,,,,,,Not specified,Not specified,Not specified,
10569613,,,2007.0,"€ 1,450,000  1450000 €",4.0,280  m² square meters,Hyper equipped,No,1.0,,,,,3721  m²  square meters,4.0,Yes,No,,As new,"€ 2,153  2153 €",203  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
10569612,,,,"€ 625,000  625000 €",4.0,180  m² square meters,,,,Yes,,,250  m²  square meters,250  m²  square meters,,,,,,,Not specified,Not specified,Not specified,
10569611,,,2000.0,"€ 529,000  529000 €",3.0,160  m² square meters,Installed,No,1.0,,,,220  m²  square meters,302  m²  square meters,,No,No,,As new,"€ 1,360  1360 €",102  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10569610,,,1973.0,"€ 449,000  449000 €",3.0,147  m² square meters,Semi equipped,,,Yes,,Yes,,,,No,No,Yes,To renovate,"€ 1,628  1628 €",478  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
10569608,,,1932.0,"€ 789,000  789000 €",4.0,220  m² square meters,,,,,,,40  m²  square meters,124  m²  square meters,,No,No,Yes,As new,"€ 1,264  1264 €",233  kWh/m²  kilowatt hour per square meters,Not specified,C,
10569607,,All kind,1968.0,"€ 735,000  735000 €",4.0,320  m² square meters,,,,,21  m²  square meters,Yes,,1769  m²  square meters,,No,No,,,"€ 1,817  1817 €",459  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
10569605,,,,"€ 446,525  446525 €",3.0,,,No,,,,,,425  m²  square meters,,,,,,,Not specified,Not specified,Not specified,
10569598,,,1970.0,"€ 345,000  345000 €",4.0,180  m² square meters,,,,,,Yes,,291  m²  square meters,,No,No,,Just renovated,,191  kWh/m²  kilowatt hour per square meters,Not specified,B,
10569597,,,,"€ 271,500  271500 €",2.0,89  m² square meters,,No,,,25  m²  square meters,,,,,No,Yes,,As new,,45  kWh/m²  kilowatt hour per square meters,Not specified,A,
10448770,,,,"€ 248,000  248000 €",2.0,200  m² square meters,,,,,,,,438  m²  square meters,,,,,To be done up,,715  kWh/m²  kilowatt hour per square meters,Not specified,F,
10452049,,,,"€ 268,000  268000 €",4.0,117  m² square meters,,,,,,Yes,,225  m²  square meters,,No,No,Yes,To be done up,,451  kWh/m²  kilowatt hour per square meters,Not specified,E,
10569593,,,2015.0,"€ 249,000  249000 €",2.0,95  m² square meters,Installed,No,,,,,,,,No,Yes,,As new,€ 902  902 €,70  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
10569591,,,1966.0,"€ 199,500  199500 €",2.0,84  m² square meters,Installed,No,,,,,,,,No,Yes,Yes,As new,€ 959  959 €,124  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10569590,,,1986.0,"€ 219,900  219900 €",2.0,90  m² square meters,Installed,,,,,,,,2.0,,,,To be done up,"€ 1,070  1070 €",279  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10569588,,,,"€ 89,000  89000 €",3.0,80  m² square meters,,No,,,,,,80  m²  square meters,,,,,To renovate,,888  kWh/m²  kilowatt hour per square meters,Not specified,F,
10569587,,,,"€ 139,000  139000 €",3.0,,,,,,,,,,,,,,To renovate,,1008  kWh/m²  kilowatt hour per square meters,22658 kg CO₂/m²,F,
10483295,,All kind,1976.0,"€ 415,000  415000 €",3.0,143  m² square meters,,No,,,,,,743  m²  square meters,,,,,,"€ 1,172  1172 €",341  kWh/m²  kilowatt hour per square meters,Not specified,D,
10569583,,,2018.0,"€ 449,000  449000 €",4.0,220  m² square meters,Installed,No,,,,Yes,,558  m²  square meters,3.0,,,,As new,,44  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569582,,All kind,1955.0,"€ 325,000  325000 €",4.0,261  m² square meters,Installed,,,,,Yes,,2000  m²  square meters,,,,,,€ 956  956 €,546  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10569580,,,1930.0,"€ 165,000  165000 €",5.0,143  m² square meters,,No,,,,,,565  m²  square meters,3.0,,,,,,900  kWh/m²  kilowatt hour per square meters,Not specified,F,
10569573,,,1978.0,"€ 209,000  209000 €",2.0,85  m² square meters,Installed,No,,,6  m²  square meters,Yes,,,,No,No,,As new,€ 775  775 €,162  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10569566,,,,"€ 325,000  325000 €",2.0,103  m² square meters,Not installed,,,,18  m²  square meters,,240  m²  square meters,440  m²  square meters,,,,,To renovate,,704  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
10569564,,All kind,1949.0,"€ 335,000  335000 €",2.0,177  m² square meters,Semi equipped,,,,,,946  m²  square meters,1049  m²  square meters,,,,,,€ 623  623 €,498  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
10569561,,,,"€ 575,000  575000 €",5.0,207  m² square meters,Installed,No,,,,Yes,,173  m²  square meters,2.0,,,,Good,€ 706  706 €,199  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10569560,,,,"€ 209,000  209000 €",2.0,109  m² square meters,Installed,No,,,,,,45  m²  square meters,2.0,,,,To renovate,€ 255  255 €,550  kWh/m²  kilowatt hour per square meters,Not specified,F,
10569559,,,1899.0,"€ 299,000  299000 €",4.0,125  m² square meters,Installed,No,,,,,55  m²  square meters,326  m²  square meters,,,,,As new,€ 435  435 €,227  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10569558,,,,"€ 99,000  99000 €",3.0,129  m² square meters,,No,,,,,,60  m²  square meters,,,,,To renovate,€ 267  267 €,323  kWh/m²  kilowatt hour per square meters,Not specified,D,
10569557,,All kind,1964.0,"€ 298,000  298000 €",2.0,85  m² square meters,,No,,,25  m²  square meters,,,1446  m²  square meters,,,,,,€ 741  741 €,1476  kWh/m²  kilowatt hour per square meters,15414 kg CO₂/m²,F,
10569556,,,,"€ 185,000  185000 €",2.0,50  m² square meters,Installed,,,,4  m²  square meters,,,,,,,,,,176  kWh/m²  kilowatt hour per square meters,Not specified,B,
10569555,,,,"€ 195,000  195000 €",1.0,67  m² square meters,Installed,,,,27  m²  square meters,,,,,,,,,,232  kWh/m²  kilowatt hour per square meters,Not specified,C,
10569554,,,,"€ 175,000  175000 €",1.0,35  m² square meters,Installed,,,,4  m²  square meters,,,,,,,,,,199  kWh/m²  kilowatt hour per square meters,Not specified,B,
10569553,,,,"€ 175,000  175000 €",1.0,35  m² square meters,Installed,,,,4  m²  square meters,,,,,,,,,,161  kWh/m²  kilowatt hour per square meters,Not specified,B,
10569552,,,1973.0,"€ 255,000  255000 €",2.0,81  m² square meters,Installed,,,,,,,,,,,,Just renovated,,321  kWh/m²  kilowatt hour per square meters,Not specified,D,
10569551,,,,"€ 255,000  255000 €",2.0,110  m² square meters,Installed,No,,,,,80  m²  square meters,,,,,,,,335  kWh/m²  kilowatt hour per square meters,Not specified,D,
10569547,,,1931.0,"€ 499,000  499000 €",3.0,174  m² square meters,,No,,,,,,284  m²  square meters,4.0,No,No,Yes,Good,€ 892  892 €,380  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10569546,,,1930.0,"€ 325,000  325000 €",4.0,135  m² square meters,,No,,Yes,,,,344  m²  square meters,3.0,,,,To be done up,€ 718  718 €,633  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
10569543,,,1976.0,"€ 279,000  279000 €",3.0,167  m² square meters,,No,,,,,,1644  m²  square meters,4.0,No,No,,To renovate,,561  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10569541,,,1998.0,"€ 287,000  287000 €",2.0,,Installed,,,Yes,,,,,,,,,As new,,122  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10569540,,,2023.0,"€ 437,000  437000 €",3.0,156  m² square meters,,No,,,,,,328  m²  square meters,,,,,,,Not specified,Not specified,Not specified,
10569539,,,2023.0,"€ 436,000  436000 €",3.0,156  m² square meters,,No,,,,,,329  m²  square meters,,,,,,,Not specified,Not specified,Not specified,
10569538,,,2023.0,"€ 479,000  479000 €",4.0,217  m² square meters,,No,,,,,,516  m²  square meters,,,,,,,Not specified,Not specified,Not specified,
10569537,,,2023.0,"€ 462,000  462000 €",3.0,156  m² square meters,,No,,,,,,594  m²  square meters,,,,,,,Not specified,Not specified,Not specified,
10569536,,,2022.0,"€ 378,000  378000 €",4.0,212  m² square meters,,No,,,,,,192  m²  square meters,,,,,,,Not specified,Not specified,Not specified,
10569535,,,2021.0,"€ 215,800  215800 €",1.0,65  m² square meters,,No,,,,,,,,,,,,,Not specified,Not specified,Not specified,
10569534,,,2021.0,"€ 289,100  289100 €",2.0,99  m² square meters,,No,,,9  m²  square meters,,,,,,,,,,Not specified,Not specified,Not specified,
10569533,,,,"€ 293,900  293900 €",2.0,99  m² square meters,,No,,,,,,,,,,,,,Not specified,Not specified,Not specified,
10569532,,,2018.0,"€ 385,000  385000 €",2.0,88  m² square meters,Installed,No,,,24  m²  square meters,,142  m²  square meters,88  m²  square meters,3.0,No,No,,,"€ 1,033  1033 €",80  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
10569525,,,1964.0,"€ 335,000  335000 €",3.0,169  m² square meters,Installed,No,,Yes,,,,,,No,Yes,,As new,,174  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10569524,,All kind,1979.0,"€ 359,000  359000 €",3.0,251  m² square meters,Installed,,,Yes,,Yes,,558  m²  square meters,,,,Yes,As new,"€ 1,031  1031 €",253  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
10569511,,,,"€ 248,000  248000 €",3.0,237  m² square meters,,No,,Yes,,Yes,,291  m²  square meters,2.0,No,No,Yes,,€ 567  567 €,328  kWh/m²  kilowatt hour per square meters,15610 kg CO₂/m²,D,Gas
10569510,,,,"€ 325,000  325000 €",3.0,163  m² square meters,,No,,Yes,,Yes,,241  m²  square meters,2.0,No,No,,As new,€ 508  508 €,197  kWh/m²  kilowatt hour per square meters,825 kg CO₂/m²,B,Gas
10569509,,,1958.0,"€ 335,000  335000 €",3.0,154  m² square meters,,No,,Yes,,Yes,,520  m²  square meters,3.0,No,No,Yes,As new,€ 404  404 €,221  kWh/m²  kilowatt hour per square meters,6843 kg CO₂/m²,C,Gas
10569507,,All kind,,"€ 675,000  675000 €",4.0,,,,,,,Yes,,1368  m²  square meters,,No,No,,,,10  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569506,,,,"€ 282,000  282000 €",4.0,,USA hyper equipped,No,,Yes,,,,150  m²  square meters,,,,,,,30  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
10569505,,All kind,,"€ 411,183  411183 €",4.0,,,No,,,,Yes,,578  m²  square meters,,No,No,,As new,,Not specified,Not specified,Not specified,
10569504,,,,"€ 451,832  451832 €",3.0,,,No,,,,Yes,,763  m²  square meters,,No,No,,,,10  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569503,,,,"€ 444,000  444000 €",4.0,,,No,,,,,,672  m²  square meters,,No,No,,,,Not specified,Not specified,Not specified,
10569502,,All kind,,"€ 838,164  838164 €",4.0,,USA hyper equipped,,,,,,,1183  m²  square meters,,No,No,,,,Not specified,Not specified,Not specified,
10569501,,,,"€ 365,250  365250 €",3.0,,Hyper equipped,No,,,,,,486  m²  square meters,,,,,,,30  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
10569500,,All kind,,"€ 558,000  558000 €",3.0,,,No,,,,Yes,,464  m²  square meters,,No,No,,As new,,40  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569498,,All kind,,"€ 478,400  478400 €",3.0,,,No,,,,,,842  m²  square meters,,No,No,,,,30  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569497,,All kind,,"€ 450,000  450000 €",3.0,,,No,,,,,,991  m²  square meters,,No,No,,,,20  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569496,,All kind,,"€ 566,143  566143 €",3.0,,,,,,,,,1585  m²  square meters,,No,No,,,,Not specified,Not specified,Not specified,
10569494,,All kind,,"€ 492,846  492846 €",3.0,,,No,,,,,,463  m²  square meters,,No,No,,,,10  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569493,,,1948.0,"€ 239,000  239000 €",4.0,,,,,,,,,131  m²  square meters,,No,No,,To be done up,,550  kWh/m²  kilowatt hour per square meters,Not specified,F,
10569491,,All kind,1988.0,"€ 169,000  169000 €",2.0,86  m² square meters,,,,,,,,,,,,,To renovate,€ 691  691 €,246  kWh/m²  kilowatt hour per square meters,Not specified,C,
10569490,,All kind,1988.0,"€ 169,000  169000 €",2.0,89  m² square meters,,,,,,,,,,,,,To renovate,€ 695  695 €,246  kWh/m²  kilowatt hour per square meters,Not specified,C,
10569489,,,1930.0,"€ 129,000  129000 €",1.0,87  m² square meters,,No,,,,Yes,,45  m²  square meters,,No,No,,,,521  kWh/m²  kilowatt hour per square meters,Not specified,F,
10569488,,All kind,1990.0,"€ 495,000  495000 €",7.0,277  m² square meters,,,,,,,2700  m²  square meters,2936  m²  square meters,,No,No,,As new,"€ 1,742  1742 €",247  kWh/m²  kilowatt hour per square meters,Not specified,C,
10569485,,,,"€ 850,000  850000 €",4.0,774  m² square meters,,No,,,,Yes,,5768  m²  square meters,,,,,To renovate,,Not specified,Not specified,Not specified,
10569484,,,1994.0,"€ 2,200,000  2200000 €",5.0,550  m² square meters,USA installed,,1.0,,,,,34000  m²  square meters,,,,,As new,,233  kWh/m²  kilowatt hour per square meters,Not specified,C,
10569481,,,,"€ 369,000  369000 €",2.0,88  m² square meters,,,,Yes,,,,,,No,Yes,,,,Not specified,Not specified,Not specified,
10569480,,,,"€ 395,000  395000 €",2.0,95  m² square meters,,,,Yes,,,,,,No,Yes,,,,Not specified,Not specified,Not specified,
10569479,,,,"€ 555,000  555000 €",2.0,129  m² square meters,,,,,40  m²  square meters,,,,,No,Yes,,,,Not specified,Not specified,Not specified,
10569478,,,,"€ 349,000  349000 €",4.0,165  m² square meters,,,,,,Yes,,225  m²  square meters,,,,Yes,To be done up,,353  kWh/m²  kilowatt hour per square meters,Not specified,D,
10569477,,,,"€ 299,000  299000 €",1.0,74  m² square meters,,,,Yes,,,,,,No,Yes,,,,Not specified,Not specified,Not specified,
10569476,,,1982.0,"€ 379,500  379500 €",3.0,145  m² square meters,Installed,No,,,,,1148  m²  square meters,1148  m²  square meters,,No,No,,Good,€ 704  704 €,184  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10569475,,,2012.0,"€ 257,000  257000 €",2.0,85  m² square meters,,,,Yes,,,,,,No,No,Yes,As new,,115  kWh/m²  kilowatt hour per square meters,Not specified,B,
10569467,,,,"€ 334,181  334181 €",3.0,,,,,,19  m²  square meters,,,,,,,,,,Not specified,Not specified,Not specified,
10569466,,,,"€ 295,000  295000 €",2.0,,,,,,13  m²  square meters,,,,,,,,,,Not specified,Not specified,Not specified,
10569462,,,,"€ 569,000  569000 €",3.0,172  m² square meters,,,,Yes,,Yes,,4324  m²  square meters,,,,,To be done up,,941  kWh/m²  kilowatt hour per square meters,Not specified,F,
10569461,,,,"€ 259,000  259000 €",3.0,118  m² square meters,,,,Yes,,Yes,,220  m²  square meters,,No,No,,As new,,179  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10569460,,,1962.0,"€ 390,000  390000 €",4.0,188  m² square meters,,,,,,Yes,,293  m²  square meters,,,,Yes,,€ 743  743 €,662  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
10569459,,,,"€ 395,000  395000 €",4.0,180  m² square meters,Installed,No,,,,,,9699  m²  square meters,4.0,,,,To be done up,,874  kWh/m²  kilowatt hour per square meters,1538 kg CO₂/m²,F,Gas
10569454,,,1993.0,"€ 335,000  335000 €",2.0,94  m² square meters,,,,Yes,,Yes,,,,,,Yes,As new,"€ 1,016  1016 €",152  kWh/m²  kilowatt hour per square meters,Not specified,B,
10569452,,,2019.0,"€ 370,000  370000 €",2.0,81  m² square meters,Installed,No,,,10  m²  square meters,Yes,,,,No,Yes,,As new,"€ 1,001  1001 €",77  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
10569451,,,2021.0,"€ 296,800  296800 €",1.0,76  m² square meters,,,,,25  m²  square meters,,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10569450,,,2021.0,"€ 420,000  420000 €",2.0,103  m² square meters,,,,,31  m²  square meters,Yes,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10569449,,,1954.0,"€ 230,000  230000 €",3.0,150  m² square meters,,No,,,,,,886  m²  square meters,4.0,No,No,,To renovate,,1051  kWh/m²  kilowatt hour per square meters,Not specified,F,
10569448,,,2021.0,"€ 424,000  424000 €",2.0,103  m² square meters,,,,,31  m²  square meters,Yes,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10569447,,,2021.0,"€ 435,000  435000 €",2.0,103  m² square meters,,,,,31  m²  square meters,Yes,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10569446,,,2021.0,"€ 285,800  285800 €",1.0,76  m² square meters,,,,,25  m²  square meters,,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10569445,,,2021.0,"€ 432,000  432000 €",2.0,103  m² square meters,,,,,31  m²  square meters,Yes,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10569438,,,2021.0,"€ 296,800  296800 €",1.0,76  m² square meters,,,,,25  m²  square meters,,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10569437,,,2021.0,"€ 420,000  420000 €",2.0,103  m² square meters,,,,,31  m²  square meters,Yes,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10569436,,,2021.0,"€ 424,000  424000 €",2.0,103  m² square meters,,,,,31  m²  square meters,Yes,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10569435,,,2021.0,"€ 285,800  285800 €",1.0,76  m² square meters,,,,,25  m²  square meters,,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10569434,,,2021.0,"€ 432,000  432000 €",2.0,103  m² square meters,,,,,31  m²  square meters,Yes,,,,No,Yes,,,,Not specified,Not specified,Not specified,Gas
10569432,,,,"€ 239,000  239000 €",3.0,150  m² square meters,Installed,,,,,Yes,,100  m²  square meters,,No,No,,As new,€ 391  391 €,444  kWh/m²  kilowatt hour per square meters,Not specified,E,Electric
10569429,,,,"€ 359,000  359000 €",3.0,,,,,,,,,,,,,,,€ 743  743 €,Not specified,Not specified,Not specified,
10569422,,,2025.0,"€ 215,000  215000 €",1.0,60  m² square meters,Hyper equipped,,,,10  m²  square meters,Yes,,,,No,No,,,,25  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569421,,,2025.0,"€ 220,000  220000 €",1.0,60  m² square meters,Hyper equipped,No,,,11  m²  square meters,Yes,,,1.0,No,Yes,,,,25  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569420,,,2025.0,"€ 320,000  320000 €",2.0,90  m² square meters,Hyper equipped,No,,,11  m²  square meters,Yes,,,1.0,No,Yes,,,,25  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569419,,,2025.0,"€ 365,000  365000 €",3.0,101  m² square meters,Hyper equipped,No,,,13  m²  square meters,Yes,,,1.0,No,Yes,,,,25  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569417,,,1996.0,"€ 639,000  639000 €",3.0,250  m² square meters,Installed,,,,35  m²  square meters,,190  m²  square meters,763  m²  square meters,4.0,,,,Good,"€ 1,445  1445 €",147  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10569405,,,2025.0,"€ 215,000  215000 €",1.0,60  m² square meters,Hyper equipped,,,,10  m²  square meters,Yes,,,1.0,No,Yes,,,,25  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569404,,,2025.0,"€ 220,000  220000 €",1.0,60  m² square meters,Hyper equipped,No,,,11  m²  square meters,Yes,,,1.0,No,Yes,,,,25  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569403,,,2025.0,"€ 310,000  310000 €",2.0,90  m² square meters,Hyper equipped,No,,,27  m²  square meters,Yes,,,2.0,No,Yes,,,,25  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569402,,,2025.0,"€ 320,000  320000 €",2.0,90  m² square meters,Hyper equipped,No,,,11  m²  square meters,Yes,,,1.0,No,No,,,,25  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569401,,,2025.0,"€ 240,000  240000 €",1.0,63  m² square meters,Hyper equipped,No,,,10  m²  square meters,Yes,,,1.0,No,No,,,,25  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569400,,,2025.0,"€ 365,000  365000 €",3.0,101  m² square meters,Hyper equipped,No,,,13  m²  square meters,Yes,,,1.0,No,Yes,,,,25  kWh/m²  kilowatt hour per square meters,Not specified,A,
10569388,,,,"€ 850,000  850000 €",5.0,200  m² square meters,USA hyper equipped,,1.0,,48  m²  square meters,,,230  m²  square meters,2.0,,,Yes,,,Not specified,Not specified,Not specified,Gas
10247840,,,,"€ 219,000  219000 €",3.0,96  m² square meters,,No,,,7  m²  square meters,Yes,,,,No,No,,To renovate,€ 800  800 €,261  kWh/m²  kilowatt hour per square meters,Not specified,C,
10569384,,,1982.0,"€ 285,000  285000 €",1.0,62  m² square meters,,,,Yes,,,,,,No,Yes,,,€ 813  813 €,201  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10569382,,,1930.0,"€ 1,100,000  1100000 €",7.0,363  m² square meters,Installed,,1.0,,,,290  m²  square meters,,4.0,,,Yes,As new,,152  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10494961,,All kind,,"€ 459,000  459000 €",4.0,180  m² square meters,,,,Yes,,,,560  m²  square meters,,No,No,,As new,,189  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10569380,,,1990.0,"€ 345,000  345000 €",2.0,80  m² square meters,Installed,,,Yes,,,,,,No,Yes,Yes,As new,€ 951  951 €,330  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
10569375,,,2022.0,"€ 371,281  371281 €",3.0,,,No,,,,,,,,,,,As new,,Not specified,Not specified,Not specified,
10569374,,,2022.0,"€ 362,459  362459 €",3.0,,,No,,,,,,,,,,,As new,,Not specified,Not specified,Not specified,
10569373,,,2022.0,"€ 362,459  362459 €",3.0,,,No,,,,,,,,,,,As new,,Not specified,Not specified,Not specified,
10569372,,,2022.0,"€ 362,459  362459 €",3.0,,,No,,,,,,,,,,,As new,,Not specified,Not specified,Not specified,
